,Unnamed: 0,id,segment_id,label_topic,aspect,opinion,sentiment
2115,,244.0,13.0,8.0,driver distraction,minimize,pos
2116,,244.0,13.0,8.0,graphics,most beautiful,pos
2117,671.0,244.0,14.0,7.0,upholstery,leather,pos
2118,,244.0,14.0,7.0,starting price,slew of premium standards,pos
2119,672.0,244.0,15.0,9.0,front seats,heated,pos
2120,,244.0,15.0,9.0,roof,moon,pos
2121,,244.0,15.0,9.0,roof,panoramic,pos
2122,,244.0,15.0,9.0,roof rails,aluminium,neu
2123,673.0,244.0,16.0,1.0,wipers,rain sensing,pos
2124,,244.0,16.0,1.0,SD card slot,utterly useless,neg
2125,674.0,244.0,17.0,7.0,-,-,-
2126,675.0,244.0,18.0,1.0,-,-,-
2127,676.0,244.0,19.0,6.0,amenities,executive class,pos
2128,,244.0,19.0,6.0,front seats,ventilated,pos
2129,,244.0,19.0,6.0,cruise control,adaptive,neu
2130,,244.0,19.0,6.0,value,terrific,pos
2131,,244.0,19.0,6.0,base X1,alluring,pos
2132,,244.0,19.0,6.0,starting price,BMW cant hold candle to comparably equipped Audi Q3,pos
2133,,244.0,19.0,6.0,value,middle,neu
2134,,244.0,19.0,6.0,comfort,middle,neu
2135,,244.0,19.0,6.0,dynamism,middle,neu
2136,677.0,275.0,1.0,6.0,SUV,small,neg
2137,,275.0,1.0,6.0,SUV,luxury,pos
2138,678.0,275.0,2.0,0.0,Mercedes,tough,pos
2139,,275.0,2.0,0.0,Mercedes,doesn't mind getting tough and dirty,pos
2140,,275.0,2.0,0.0,drive,full all wheel,pos
2141,679.0,275.0,3.0,6.0,car,feels connected to the road,pos
2142,,275.0,3.0,6.0,car,could toss around,pos
2143,680.0,275.0,4.0,4.0,SUV,big,pos
2144,,275.0,4.0,4.0,SUV,tall,pos
2145,681.0,275.0,5.0,0.0,miles per gallon,downside,neg
2146,,275.0,5.0,0.0,miles per gallon,not all great,neg
2147,,275.0,5.0,0.0,0 to 60 time,upside,pos
2148,,275.0,5.0,0.0,feet adjustment,needed,pos
2149,682.0,275.0,6.0,9.0,tailgate,automatically opening,pos
2150,,275.0,6.0,9.0,Mercedes,finer things in life,pos
2151,683.0,275.0,7.0,2.0,leather,supple,pos
2152,684.0,275.0,8.0,9.0,sunroof,huge,pos
2153,,275.0,8.0,9.0,sunroof,dual,neu
2154,685.0,275.0,9.0,8.0,user interface,mordern,pos
2155,,275.0,9.0,8.0,user interface,multifunction,pos
2156,,275.0,9.0,8.0,user interface,frankly quite confusing,neg
2157,686.0,275.0,10.0,7.0,car,hits sweet spot of small luxury SUV,pos
2158,,275.0,10.0,7.0,type,SUV,neu
2159,687.0,275.0,11.0,6.0,-,-,-
2160,688.0,276.0,1.0,3.0,technology,more built into the seat,pos
2161,,276.0,1.0,3.0,seat,three levels of heating,pos
2162,,276.0,1.0,3.0,seat,three levels of cooling,pos
2163,,276.0,1.0,3.0,seat,four levels of massage,pos
2164,,276.0,1.0,3.0,seat,80 different adjustments,pos
2165,,276.0,1.0,3.0,seat,three levels of air scarf,pos
2166,,276.0,1.0,3.0,seat,side bolsters push against the side,neg
2167,689.0,276.0,2.0,6.0,Mercedes- Benz,sign of wealth,pos
2168,,276.0,2.0,6.0,Mercedes- Benz,sign of power,pos
2169,,276.0,2.0,6.0,Mercedes- Benz,sign of prestige,pos
2170,,276.0,2.0,6.0,car,fast lane,pos
2171,,276.0,2.0,6.0,weight,not exactly light,neu
2172,,276.0,2.0,6.0,car,A3 traits,neu
2173,,276.0,2.0,6.0,car,halo,pos
2174,690.0,276.0,3.0,1.0,car,power,pos
2175,,276.0,3.0,1.0,car,prestige,pos
2176,,276.0,3.0,1.0,car,technology,pos
2177,691.0,276.0,4.0,0.0,-,-,-
2178,692.0,276.0,5.0,6.0,-,-,-
2179,693.0,276.0,6.0,0.0,V8 engine,favorite,pos
2180,,276.0,6.0,0.0,engine,avoid gas guzzler tax,pos
2181,,276.0,6.0,0.0,engine,pretty cool,pos
2182,,276.0,6.0,0.0,engine,crazy fast,pos
2183,694.0,276.0,7.0,0.0,0 to 60 time,fast,pos
2184,,276.0,7.0,0.0,0 to 60 time,seriously fast,pos
2185,695.0,276.0,8.0,2.0,looks,downright frumpy,neg
2186,,276.0,8.0,2.0,front,bronze,neu
2187,,276.0,8.0,2.0,looks,designed by a committee of three,neg
2188,,276.0,8.0,2.0,looks,menacing,neg
2189,,276.0,8.0,2.0,looks,elegant,pos
2190,,276.0,8.0,2.0,looks,hard combination to pull off,neg
2191,696.0,276.0,9.0,9.0,car,pretty darn quick,pos
2192,,276.0,9.0,9.0,outside,glorious,pos
2193,697.0,276.0,10.0,4.0,suspension,adjust within a millisecond,pos
2194,,276.0,10.0,4.0,turn,flying around,pos
2195,,276.0,10.0,4.0,door,love,pos
2196,,276.0,10.0,4.0,door,completely flat,pos
2197,,276.0,10.0,4.0,door,neutral,neu
2198,,276.0,10.0,4.0,steering,little numb,neg
2199,,276.0,10.0,4.0,breaking,non-linear,neg
2200,,276.0,10.0,4.0,car,not the sharpest knife in the drawer,neg
2201,,276.0,10.0,4.0,car,not race car,pos
2202,,276.0,10.0,4.0,balance,fine for GT,pos
2203,,276.0,10.0,4.0,steering,fine for GT,pos
2204,,276.0,10.0,4.0,breaking,fine for GT,pos
2205,698.0,276.0,11.0,2.0,looks,Aston Martin better looking than this,neg
2206,699.0,276.0,12.0,0.0,Porsche 911,better performance,pos
2207,,276.0,12.0,0.0,BMW 6 50,better exhaust note,pos
2208,700.0,276.0,13.0,6.0,SL,does everything,pos
2209,701.0,276.0,14.0,9.0,top cover,stupid,neg
2210,702.0,276.0,15.0,1.0,technology,so much,pos
2211,703.0,276.0,16.0,2.0,-,-,-
2212,704.0,276.0,17.0,3.0,seats,heated,pos
2213,,276.0,17.0,3.0,seats,cooled,pos
2214,,276.0,17.0,3.0,air scarf,blow gentle breeze,pos
2215,,276.0,17.0,3.0,car,every creature comfort,pos
2216,705.0,276.0,18.0,1.0,Magic sky Control,biggest party trick,pos
2217,,276.0,18.0,1.0,sunroof,cool,pos
2218,706.0,276.0,19.0,6.0,Mercedes-Benz,sign of power,pos
2219,,276.0,19.0,6.0,Mercedes-Benz,sign of wealth,pos
2220,,276.0,19.0,6.0,Mercedes-Benz,sign of prestige,pos
2221,707.0,276.0,20.0,0.0,torque,huge smile,pos
2222,708.0,276.0,21.0,6.0,car seat,fast lane,pos
2223,709.0,276.0,22.0,0.0,sound,better,pos
2224,,276.0,22.0,0.0,sound,better than forsooth,pos
2225,710.0,277.0,1.0,6.0,price,least expensive SL,pos
2226,,277.0,1.0,6.0,power,least powerful SL,neg
2227,711.0,277.0,2.0,7.0,-,-,-
2228,712.0,277.0,3.0,0.0,-,-,-
2229,713.0,277.0,4.0,0.0,engine,smallest,neg
2230,,277.0,4.0,0.0,sport mode,faster than comfort mode,pos
2231,,277.0,4.0,0.0,car,potentially slower than Mercedes,neg
2232,,277.0,4.0,0.0,sport mode,faster than comfort mode,neu
2233,714.0,277.0,5.0,4.0,control,lot of different variables,pos
2234,715.0,277.0,6.0,0.0,exhaust note,changes,neu
2235,,277.0,6.0,0.0,exhaust note,baffles open,pos
2236,,277.0,6.0,0.0,exhaust note,changes,pos
2237,,277.0,6.0,0.0,sound,better,pos
2238,716.0,277.0,7.0,0.0,sport mode,slower than comfort,neg
2239,717.0,277.0,8.0,7.0,SL,least luxurious,neg
2240,,277.0,8.0,7.0,power,least powerful,neg
2241,718.0,277.0,9.0,9.0,options,stuffed full of,pos
2242,,277.0,9.0,9.0,door,soft closed,pos
2243,,277.0,9.0,9.0,roof,magic,pos
2244,,277.0,9.0,9.0,roof,transparent,pos
2245,,277.0,9.0,9.0,roof,transforms how much light comes into the cabin,pos
2246,,277.0,9.0,9.0,seats,massaging,pos
2247,,277.0,9.0,9.0,air scarf,wops warm air,pos
2248,719.0,277.0,10.0,0.0,turbos,spool up,neu
2249,720.0,277.0,11.0,0.0,accelerations,mode have no direct impact,neu
2250,,277.0,11.0,0.0,mile above sea level,slower,neg
2251,721.0,277.0,12.0,2.0,-,-,-
2252,722.0,277.0,13.0,6.0,car,pretty darn luxurious,pos
2253,,277.0,13.0,6.0,car,pretty darn fast,pos
2254,,277.0,13.0,6.0,car,perfect for sweet 16 gift,pos
2255,,277.0,13.0,6.0,car,still fast,pos
2256,,277.0,13.0,6.0,car,still safe,pos
2257,,277.0,13.0,6.0,car,still fun to drive,pos
2258,,277.0,13.0,6.0,car,fast lane,pos
2259,,277.0,13.0,6.0,Mercedes,perfect sweet 16,pos
2260,723.0,277.0,14.0,6.0,-,-,-
2261,724.0,278.0,1.0,6.0,car,absolutely gorgeous,pos
2262,,278.0,1.0,6.0,headlights,led accents,pos
2263,,278.0,1.0,6.0,BMW,best accents,pos
2264,,278.0,1.0,6.0,Mercedes-Benz accents,topped them all,pos
2265,,278.0,1.0,6.0,drive,all wheel,neu
2266,,278.0,1.0,6.0,tyres,summer,neu
2267,,278.0,1.0,6.0,tyres,absolutely useless in snow,pos
2268,725.0,278.0,2.0,0.0,drive,all four wheels,neu
2269,726.0,278.0,3.0,0.0,sea level,faster,pos
2270,,278.0,3.0,0.0,0 to 60 time,surprising,neu
2271,,278.0,3.0,0.0,0 to 60 time,fast,pos
2272,727.0,278.0,4.0,8.0,control,unfortunately computer does more controlling of the vehicle,neg
2273,,278.0,4.0,8.0,car,mordern,pos
2274,728.0,278.0,5.0,0.0,torque,way stronger,pos
2275,,278.0,5.0,0.0,sound,better,pos
2276,729.0,278.0,6.0,0.0,-,-,-
2277,730.0,278.0,7.0,0.0,0 to 60 time,boring,neu
2278,,278.0,7.0,0.0,0 to 60 time,identical,neu
2279,731.0,278.0,8.0,0.0,acceleration,fastest possible,pos
2280,,278.0,8.0,0.0,gear shift,as quickly as possible,pos
2281,,278.0,8.0,0.0,car,gives youall the beans in either mode,neu
2282,732.0,278.0,9.0,6.0,-,-,-
2283,733.0,278.0,10.0,8.0,seatbelt,hands you like a butler,pos
2284,,278.0,10.0,8.0,seatbelt,tightens when you start the engine,pos
2285,,278.0,10.0,8.0,seatbelt,interesting,pos
2286,734.0,278.0,11.0,6.0,car,fast lane,pos
2287,735.0,278.0,12.0,6.0,power allocation,cool,pos
2288,736.0,279.0,1.0,6.0,looks,badass,pos
2289,,279.0,1.0,6.0,vehicle,vicious,pos
2290,737.0,279.0,2.0,7.0,-,-,-
2291,738.0,279.0,3.0,0.0,engine,heavily heavily modified,pos
2292,,279.0,3.0,0.0,engine,able to propel that weighs heavily on,pos
2293,,279.0,3.0,0.0,weight,tons like God,neu
2294,740.0,279.0,5.0,0.0,car,like a scalded cat,pos
2295,741.0,279.0,6.0,4.0,traction control,really intrusive,neg
2296,,279.0,6.0,4.0,traction control,problem,neg
2297,742.0,279.0,7.0,7.0,wheels,big,neu
2298,743.0,279.0,8.0,2.0,wheels,do a lot more,pos
2299,,279.0,8.0,2.0,exterior design,lot more bulky,pos
2300,,279.0,8.0,2.0,height,lower looking vehicle,neu
2301,,279.0,8.0,2.0,looks,blow through a border into another country very quickly,pos
2302,744.0,279.0,9.0,9.0,wheels,amazing,pos
2303,,279.0,9.0,9.0,wheels,beautiful,pos
2304,,279.0,9.0,9.0,wheels,fantastic,pos
2305,745.0,279.0,10.0,2.0,height,a little low,neu
2306,,279.0,10.0,2.0,car,lot of street presence,pos
2307,,279.0,10.0,2.0,looks,a bit more purposeful,pos
2308,746.0,279.0,11.0,4.0,steering,heavy,neg
2309,,279.0,11.0,4.0,steering,frankly doesn't communicate well,neg
2310,,279.0,11.0,4.0,steering weight,okay,neu
2311,,279.0,11.0,4.0,rear end,out a little bit,neu
2312,747.0,279.0,12.0,4.0,-,-,-
2313,748.0,279.0,13.0,2.0,exterior,gangster,pos
2314,,279.0,13.0,2.0,engine,gangster,pos
2315,,279.0,13.0,2.0,interior,boss,pos
2316,,279.0,13.0,2.0,interior,one of the nicest,pos
2317,,279.0,13.0,2.0,interior,outdone themselves,pos
2318,,279.0,13.0,2.0,seats,most comfortable,pos
2319,,279.0,13.0,2.0,interior,fantastic place,pos
2320,,279.0,13.0,2.0,interior,beautiful wood,pos
2321,,279.0,13.0,2.0,interior,dark wood,pos
2322,,279.0,13.0,2.0,learther,dark,neu
2323,,279.0,13.0,2.0,interior,raised white stitching,neu
2324,749.0,279.0,14.0,3.0,head rest not put up,pain,neg
2325,,279.0,14.0,3.0,seating,honestly uncomfortable,neg
2326,,279.0,14.0,3.0,third row space,little bit,neg
2327,,279.0,14.0,3.0,third row space,not good enough for adult,neg
2328,,279.0,14.0,3.0,get in and out,terrified of hurting the seats,neg
2329,750.0,279.0,15.0,0.0,car,was faster,pos
2330,,279.0,15.0,0.0,car,wasn't pretty way faster,neg
2331,751.0,279.0,16.0,0.0,sea level,second slower,neg
2332,,279.0,16.0,0.0,car,"still really , really , really , really , really fast",pos
2333,,279.0,16.0,0.0,car,quick,pos
2334,,279.0,16.0,0.0,power,so much,pos
2335,,279.0,16.0,0.0,weight,pretty much close,pos
2336,,279.0,16.0,0.0,weight,heavier  than a lot of pickup trucks,pos
2337,,279.0,16.0,0.0,weight,lot of meat,pos
2338,752.0,279.0,17.0,9.0,towing,just wierd,pos
2339,,279.0,17.0,9.0,seats,fall down with a push of a button,pos
2340,,279.0,17.0,9.0,seats,do fall flat,pos
2341,,279.0,17.0,9.0,space,lot of extra underneath seats,pos
2342,,279.0,17.0,9.0,down storage,just an inflation kit,neu
2343,,279.0,17.0,9.0,down storage,great place to keep weapons,pos
2344,,279.0,17.0,9.0,utility,reallly does have,pos
2345,,279.0,17.0,9.0,comfort,ton of,pos
2346,753.0,279.0,18.0,6.0,-,-,-
2347,754.0,279.0,19.0,0.0,engine note,glorious,pos
2348,755.0,279.0,20.0,0.0,-,-,-
2349,756.0,279.0,21.0,6.0,car,what a beast,pos
2350,,279.0,21.0,6.0,car,angry crossover SUV,pos
2351,,279.0,21.0,6.0,car,too many solid things,pos
2352,,279.0,21.0,6.0,car,bigger,pos
2353,,279.0,21.0,6.0,car,better,pos
2354,,279.0,21.0,6.0,car,meaner,pos
2355,,279.0,21.0,6.0,price,lot of money,neg
2356,757.0,279.0,22.0,0.0,-,-,-
2357,758.0,279.0,23.0,0.0,-,-,-
2358,759.0,279.0,24.0,4.0,drive,a lot easier,pos
2359,760.0,279.0,25.0,6.0,weight,three tons,neu
2360,,279.0,25.0,6.0,corner,horrible done,neg
2361,,279.0,25.0,6.0,car,beast,neg
2362,,279.0,25.0,6.0,purchase,like but reallistically not buy,neg
2363,,279.0,25.0,6.0,size,too big,neg
2364,,279.0,25.0,6.0,size,too much,neg
2365,,279.0,25.0,6.0,purchase,would lease,pos
2366,,279.0,25.0,6.0,vehicle,awesome around the track,pos
2367,,279.0,25.0,6.0,size,so big,neg
2368,,279.0,25.0,6.0,car,mean,neg
2369,761.0,280.0,1.0,6.0,Mercedes-Benz,brand new,pos
2370,,280.0,1.0,6.0,engine choices,new,pos
2371,762.0,280.0,2.0,2.0,exterior styling,new,pos
2372,,280.0,2.0,2.0,interior,new,pos
2373,763.0,280.0,3.0,6.0,-,-,-
2374,764.0,280.0,4.0,2.0,looks,lot like S class,neu
2375,,280.0,4.0,2.0,looks,baby s class strong family rememblance,neu
2376,,280.0,4.0,2.0,aluminium,new,neu
2377,,280.0,4.0,2.0,external panel,pretty much every aluminium,pos
2378,,280.0,4.0,2.0,weight,lighter,pos
2379,765.0,280.0,5.0,0.0,torque,lot of,pos
2380,,280.0,5.0,0.0,power,lot of,pos
2381,,280.0,5.0,0.0,drive,all four wheels,neu
2382,766.0,280.0,6.0,7.0,Big Boy Twin Turbo,really good,pos
2383,767.0,280.0,7.0,0.0,horsepower,quite frankly phenomenal,pos
2384,768.0,280.0,8.0,2.0,C class,by far the most elegant,pos
2385,,280.0,8.0,2.0,C class,nicest in my mind,pos
2386,,280.0,8.0,2.0,BMW,little too austere,neg
2387,,280.0,8.0,2.0,Audi,little long in the tooth,neg
2388,,280.0,8.0,2.0,interior,elegant,pos
2389,,280.0,8.0,2.0,interior,stylish,pos
2390,,280.0,8.0,2.0,interior,soft,pos
2391,,280.0,8.0,2.0,interior,looks expensive,pos
2392,,280.0,8.0,2.0,interior,that's what you want,pos
2393,,280.0,8.0,2.0,interior,expensive,pos
2394,769.0,280.0,9.0,4.0,feels,a lot bigger,neu
2395,,280.0,9.0,4.0,drives,a lot bigger,neu
2396,,280.0,9.0,4.0,size,more of an e class than c class,neu
2397,,280.0,9.0,4.0,theme,more luxurious one,pos
2398,,280.0,9.0,4.0,weight,lighter,pos
2399,,280.0,9.0,4.0,size,bigger,neu
2400,770.0,280.0,10.0,3.0,back,lot more room,pos
2401,,280.0,10.0,3.0,back,four inches longer,pos
2402,,280.0,10.0,3.0,knee room,more,pos
2403,,280.0,10.0,3.0,legroom,more,pos
2404,,280.0,10.0,3.0,car,more of an eclass,pos
2405,,280.0,10.0,3.0,headroom,little bit tight,neg
2406,771.0,280.0,11.0,9.0,sunroof,panoramic,pos
2407,,280.0,11.0,9.0,sunroof,cool,pos
2408,772.0,280.0,12.0,4.0,turbo lag,little bit,neg
2409,,280.0,12.0,4.0,torque,oh my gosh,pos
2410,,280.0,12.0,4.0,torque,just kicks in,pos
2411,,280.0,12.0,4.0,torque,feels phenomenal,pos
2412,,280.0,12.0,4.0,size,lot bigger,neu
2413,,280.0,12.0,4.0,car,doesnt feel agile,neg
2414,,280.0,12.0,4.0,car,doesn't feel quite like it wants to dance as much,neg
2415,,280.0,12.0,4.0,car,more of a touring,pos
2416,773.0,280.0,13.0,4.0,car,luxury,pos
2417,,280.0,13.0,4.0,settings,obligatory,neu
2418,,280.0,13.0,4.0,air suspension,works,pos
2419,,280.0,13.0,4.0,horsepower,would like more in sports plus mode,pos
2420,774.0,280.0,14.0,5.0,safety features,ful suite,pos
2421,,280.0,14.0,5.0,drive itself,hit the brakes for you,pos
2422,,280.0,14.0,5.0,drive itself,really cool stuff,pos
2423,,280.0,14.0,5.0,steering,active,pos
2424,,280.0,14.0,5.0,technology,sweet,pos
2425,775.0,280.0,15.0,7.0,-,-,-
2426,776.0,280.0,16.0,6.0,design,characteristics from S class,pos
2427,,280.0,16.0,6.0,car,something customers are looking for,pos
2428,,280.0,16.0,6.0,quality,different,neu
2429,,280.0,16.0,6.0,fit,different,neu
2430,,280.0,16.0,6.0,finish,different,neu
2431,777.0,280.0,17.0,0.0,drive,all wheel,neu
2432,,280.0,17.0,0.0,drive version,interesting,pos
2433,,280.0,17.0,0.0,car,luxurious,pos
2434,,280.0,17.0,0.0,price,more expensive,neg
2435,778.0,280.0,18.0,8.0,touch pad,big news,pos
2436,,280.0,18.0,8.0,command system,old Mercedes,neu
2437,,280.0,18.0,8.0,command system,still works,neu
2438,,280.0,18.0,8.0,screen,little bit bigger,pos
2439,,280.0,18.0,8.0,touch pad,cross between an iPhone,pos
2440,,280.0,18.0,8.0,system,nice,pos
2441,,280.0,18.0,8.0,system,like,pos
2442,779.0,280.0,19.0,4.0,steering,electronic,neu
2443,,280.0,19.0,4.0,steering,weighted nicely,pos
2444,,280.0,19.0,4.0,steering,good sense of what wheels are doing,pos
2445,,280.0,19.0,4.0,drive,push the car around confidently,pos
2446,,280.0,19.0,4.0,slow road,poise,pos
2447,,280.0,19.0,4.0,feels,rock solid,pos
2448,,280.0,19.0,4.0,feels,on rails,pos
2449,780.0,280.0,20.0,1.0,steering wheel,love,pos
2450,781.0,280.0,21.0,3.0,receiving position,comfortable,pos
2451,,280.0,21.0,3.0,receiving position,sporty,pos
2452,,280.0,21.0,3.0,sound,impressed with how quiet,pos
2453,,280.0,21.0,3.0,sound,extra lengths to make it quiet,pos
2454,,280.0,21.0,3.0,camera on the roof,little bit of whistle,neu
2455,782.0,280.0,22.0,6.0,power,lot of,pos
2456,,280.0,22.0,6.0,sound,not a lot of,pos
2457,,280.0,22.0,6.0,BMW,most luxurious,pos
2458,,280.0,22.0,6.0,Audi A4,oldest,neg
2459,,280.0,22.0,6.0,Alexis I,size smaller,neu
2460,,280.0,22.0,6.0,Alexis I,much more nimble,pos
2461,,280.0,22.0,6.0,car,chocolate luxury flavour icecream,pos
2462,,280.0,22.0,6.0,car,true driver's car,pos
2463,,280.0,22.0,6.0,overall,very impressed,pos
2464,,280.0,22.0,6.0,car,best sense of German Automobiles,pos
2465,,280.0,22.0,6.0,weight,lighter than its predecessor,pos
2466,783.0,280.0,23.0,2.0,-,-,-
2467,784.0,280.0,24.0,0.0,handling,better,pos
2468,,280.0,24.0,0.0,performance,better,pos
2469,,280.0,24.0,0.0,fuel economy,increases,pos
2470,785.0,280.0,25.0,6.0,-,-,-
2471,786.0,280.0,26.0,4.0,drive,very different,pos
2472,,280.0,26.0,4.0,car,heavier,neu
2473,787.0,280.0,27.0,6.0,size,bigger,pos
2474,,280.0,27.0,6.0,weight,lighter,pos
2475,,280.0,27.0,6.0,size,bigger,pos
2476,,280.0,27.0,6.0,looks,more handsome,pos
2477,,280.0,27.0,6.0,weight,lighter,pos
2478,788.0,280.0,28.0,4.0,car,happy owning,pos
2479,,280.0,28.0,4.0,drive,need to spend a little more time behind the wheel,pos
2480,789.0,280.0,29.0,6.0,car,great for Colarado mountains,pos
2481,790.0,280.0,30.0,4.0,brakes,love,pos
2482,,280.0,30.0,4.0,brakes,feels plant,pos
2483,,280.0,30.0,4.0,brakes,feel solid,pos
2484,791.0,280.0,31.0,6.0,car,about right,pos
2485,,280.0,31.0,6.0,car,about being grand touring,pos
2486,,280.0,31.0,6.0,car,comfortable,pos
2487,,280.0,31.0,6.0,car,luxurious,pos
2488,,280.0,31.0,6.0,inside,everything makes you feel special,pos
2489,,280.0,31.0,6.0,inside,nice touches,pos
2490,792.0,280.0,32.0,2.0,events,not great,neg
2491,,280.0,32.0,2.0,wood grain,really bad,neg
2492,,280.0,32.0,2.0,steering wheel,really bad,neg
2493,,280.0,32.0,2.0,inside,crazy,neg
2494,,280.0,32.0,2.0,inside,comfortable,pos
2495,793.0,280.0,33.0,3.0,car,comfortable,pos
2496,,280.0,33.0,3.0,car,comfortable for big guy,pos
2497,794.0,281.0,1.0,6.0,car,sexy,pos
2498,,281.0,1.0,6.0,car,magical,pos
2499,,281.0,1.0,6.0,doors,two,neu
2500,,281.0,1.0,6.0,doors,lengthen,neu
2501,,281.0,1.0,6.0,car,sexy two door,neu
2502,795.0,281.0,2.0,1.0,car,longer,neu
2503,,281.0,2.0,1.0,car,wider,neu
2504,,281.0,2.0,1.0,belt line,new,pos
2505,,281.0,2.0,1.0,belt line,runs the entire length,pos
2506,,281.0,2.0,1.0,shape,more of a sexy coke bottle,pos
2507,,281.0,2.0,1.0,design,ground up,neu
2508,,281.0,2.0,1.0,design,share many components with sedan,neu
2509,,281.0,2.0,1.0,wheelbase,same length,neu
2510,,281.0,2.0,1.0,seating,lower,neu
2511,796.0,281.0,3.0,4.0,styling,unique,pos
2512,,281.0,3.0,4.0,car,feels like put together by one solid piece,pos
2513,797.0,281.0,4.0,0.0,drive,all wheel,pos
2514,,281.0,4.0,0.0,snow,great for places with plenty of snow,pos
2515,798.0,281.0,5.0,1.0,-,-,-
2516,799.0,281.0,6.0,4.0,air suspension,changes the way it can drive,neu
2517,,281.0,6.0,4.0,sport suspension,firms up,neu
2518,,281.0,6.0,4.0,steering,bit faster,pos
2519,,281.0,6.0,4.0,steering,more precise,pos
2520,,281.0,6.0,4.0,sport suspension,more of a widely inactive car,pos
2521,800.0,281.0,7.0,0.0,exhaust note,more grunt,pos
2522,801.0,281.0,8.0,6.0,car,luxury,pos
2523,802.0,281.0,9.0,4.0,comfort,can sit back,pos
2524,,281.0,9.0,4.0,comfort,put your head back,pos
2525,,281.0,9.0,4.0,comfort,cruise down the street,pos
2526,,281.0,9.0,4.0,window,panoramic,pos
2527,,281.0,9.0,4.0,feel,kind of sexy,pos
2528,,281.0,9.0,4.0,car,footloose,pos
2529,,281.0,9.0,4.0,car,free,pos
2530,803.0,281.0,10.0,2.0,steering wheel,flat bottom,neu
2531,,281.0,10.0,2.0,car,sporting ambitions,neu
2532,,281.0,10.0,2.0,car,more of a grand touring,neu
2533,804.0,281.0,11.0,3.0,inside,sense of being in own private space,pos
2534,,281.0,11.0,3.0,seats,ultimately adjustable,pos
2535,,281.0,11.0,3.0,seat,best in business adjustment,pos
2536,,281.0,11.0,3.0,seat adjustment,very easy to use,pos
2537,,281.0,11.0,3.0,seating position,comfortable,pos
2538,805.0,281.0,12.0,2.0,design,a lot more attention focused,pos
2539,,281.0,12.0,2.0,trim,wood,neu
2540,,281.0,12.0,2.0,design,nice flowing line,pos
2541,,281.0,12.0,2.0,materials,"very, very high quality",pos
2542,806.0,281.0,13.0,3.0,room,as you would expect,pos
2543,,281.0,13.0,3.0,comfort,as you would expect,pos
2544,,281.0,13.0,3.0,practicality,everyday except for back,neg
2545,,281.0,13.0,3.0,back,little bit smaller,neu
2546,,281.0,13.0,3.0,size,smaller,neu
2547,,281.0,13.0,3.0,door,two,neu
2548,,281.0,13.0,3.0,headroom,little bit less,neg
2549,,281.0,13.0,3.0,seat,retracts out of the way,neg
2550,,281.0,13.0,3.0,seat verdict,I don't fit,neg
2551,,281.0,13.0,3.0,leg room,so far so good,pos
2552,,281.0,13.0,3.0,seat,automatically moves forward,pos
2553,807.0,281.0,14.0,1.0,handle,easy to use,pos
2554,808.0,281.0,15.0,3.0,back,very tight,neg
2555,809.0,281.0,16.0,2.0,car,very practical,pos
2556,810.0,281.0,17.0,1.0,rear seats,split folding 40 2040,pos
2557,,281.0,17.0,1.0,rear seats,very very usable,pos
2558,811.0,281.0,18.0,3.0,-,-,-
2559,812.0,281.0,19.0,4.0,car,sporty,pos
2560,,281.0,19.0,4.0,car,not fast,pos
2561,,281.0,19.0,4.0,character,more of a relaxed gran tour,pos
2562,813.0,281.0,20.0,7.0,-,-,-
2563,814.0,281.0,21.0,4.0,steering,electric,neu
2564,,281.0,21.0,4.0,steering,lost tactile feel of actual road surface,neg
2565,,281.0,21.0,4.0,steering,hard to feel the tire,neg
2566,815.0,281.0,22.0,2.0,tail lights,very dramatic,pos
2567,816.0,281.0,23.0,9.0,lights,full wraparound led,neu
2568,817.0,281.0,24.0,2.0,Mercedes-Benz star,prominent visuals,pos
2569,818.0,281.0,25.0,9.0,car,solid,pos
2570,819.0,281.0,26.0,6.0,car,comfortable,pos
2571,,281.0,26.0,6.0,car,confidence inspiring,pos
2572,,281.0,26.0,6.0,car,even sexy,pos
2573,820.0,281.0,27.0,6.0,-,-,-
2574,821.0,282.0,1.0,7.0,-,-,-
2575,822.0,282.0,2.0,6.0,-,-,-
2576,823.0,282.0,3.0,7.0,-,-,-
2577,824.0,282.0,4.0,0.0,engine,hand built,pos
2578,,282.0,4.0,0.0,drive,all four wheels,pos
2579,,282.0,4.0,0.0,0 to 60,craziest number,pos
2580,,282.0,4.0,0.0,speed,lot of,pos
2581,,282.0,4.0,0.0,money,lot of,neg
2582,825.0,282.0,5.0,6.0,off roader,really good,pos
2583,826.0,282.0,6.0,0.0,vehicle,military,neu
2584,,282.0,6.0,0.0,horsepower,very small,neg
2585,,282.0,6.0,0.0,car,sports,pos
2586,827.0,282.0,7.0,2.0,car,retro,neu
2587,,282.0,7.0,2.0,looks,very similar to first generation,pos
2588,,282.0,7.0,2.0,looks,completely and utterly new,pos
2589,828.0,282.0,8.0,9.0,-,-,-
2590,829.0,282.0,9.0,2.0,vehicle,famous,pos
2591,,282.0,9.0,2.0,vehicle,iconic,pos
2592,,282.0,9.0,2.0,body,vault like construction,pos
2593,830.0,282.0,10.0,9.0,-,-,-
2594,831.0,282.0,11.0,2.0,vehicle everything else,completely new,pos
2595,832.0,282.0,12.0,0.0,outside,very simple,pos
