id,aspect,opinion,sentiment,category,label_topic
233,interior leather,annoying,neg,quality-aesthetic,2
233,ride,slightly firmer,pos,handling,4
233,rear window,only go down this far,neg,exterior-features,9
233,knee airbag,none,neg,safety,5
233,-,-,-,unknown,-1
233,plenty of things,like,pos,general-information,6
233,-,-,-,unknown,-1
233,aerodynamic,most,pos,comfort,3
233,efficiency,greater,pos,comfort,3
233,-,-,-,unknown,-1
233,-,-,-,unknown,-1
233,weight,120 kilos lighter,pos,performance,0
233,car,easier to push,pos,handling,4
233,-,-,-,unknown,-1
233,car,really nice,pos,general-information,6
233,car,posh,pos,quality-aesthetic,2
233,car,uncomfortable,neg,comfort,3
233,car,practical,pos,interior-features,1
236,-,-,-,unknown,-1
236,looks,rather like a stormtrooper,neu,quality-aesthetic,2
236,design,little bit more interesting than Audi A3,pos,quality-aesthetic,2
236,-,-,-,unknown,-1
236,car,very similar to A3,neu,general-information,6
236,design,dust,neu,quality-aesthetic,2
236,equipment,okay,neu,interior-features,1
236,trim,different color,pos,quality-aesthetic,2
236,car,can personalize,pos,user-experience,8
236,screen,touch,neu,interior-features,1
236,screen,standard,neu,interior-features,1
236,screen,seven inch,neu,interior-features,1
236,system,very good,pos,user-experience,8
236,system,easy to use,pos,user-experience,8
236,-,-,-,unknown,-1
236,technology pack processor,faster,pos,interior-features,1
236,views,absolutely glorious,pos,quality-aesthetic,2
236,car,feel super modern,pos,user-experience,8
236,materials,soft,neu,quality-aesthetic,2
236,materials,yielding,neg,quality-aesthetic,2
236,quality,not particularly good,neg,quality-aesthetic,2
236,car,well built,pos,user-experience,8
236,car,solid,pos,quality-aesthetic,2
236,controls,nice,pos,user-experience,8
236,controls,easy,pos,user-experience,8
236,everything,simple to use,pos,user-experience,8
236,spaces,couple,neu,interior-features,1
236,spaces,alright,neu,interior-features,1
236,spaces,not quite as good,neg,interior-features,1
236,door bins,really big enough,pos,interior-features,1
236,door bins,can hold large bottle,pos,interior-features,1
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,door bins,decent size,neu,interior-features,1
236,headroom,enough,neu,comfort,3
236,kneeroom,alright,neu,comfort,3
236,headroom,People over six foot will just be able to cope,neu,comfort,3
236,back,not all perfect,neg,comfort,3
236,backrest,little bit upright,neg,comfort,3
236,cummings,quite dark,neg,comfort,3
236,roofline,dark,neg,comfort,3
236,back,little bit dingy,neg,comfort,3
236,middle seat,quite high,neg,comfort,3
236,middle seat headroom,head touching the roof,neg,comfort,3
236,foot walls,small,neg,comfort,3
236,middle seat footroom,feet on the runners of the front seat,neg,comfort,3
236,body,quite narrow,neg,comfort,3
236,room,all really squashed in,neg,comfort,3
236,boot,tale of two hearts,neu,exterior-features,9
236,seats,actually alright,neu,interior-features,1
236,load lip,not much of,neg,exterior-features,9
236,lift items,dead easy in and out,pos,exterior-features,9
236,under storage,extra,pos,exterior-features,9
236,socket,little bit annoying,neg,exterior-features,9
236,seat folding,looks annoying,neg,exterior-features,9
236,boot volume,not as big as rivals,neg,exterior-features,9
236,boot volume,disappointing,neg,exterior-features,9
236,size,little,neg,exterior-features,9
236,type,SUV,neu,exterior-features,9
236,driving experience,good,pos,user-experience,8
236,driving position,very easy ,pos,handling,4
236,drive,easy,pos,handling,4
236,view,can view over traffic,pos,handling,4
236,driving position,fairly comfortable,pos,handling,4
236,sport suspension,firm,neg,handling,4
236,adaptive dampers,even more comfortable,pos,handling,4
236,handling,good balance between comfort,pos,handling,4
236,grip,sufficient,pos,handling,4
236,all wheel drive,more grip,neu,handling,4
236,grip,good enough as it is,pos,handling,4
236,pickup range,goes pretty quickly,pos,performance,0
236,cruising ability,pretty good,pos,handling,4
236,seats,nice,pos,comfort,3
236,seats,comfortable,pos,comfort,3
236,sound,quiet car,pos,comfort,3
236,sound,bit of wind,neu,comfort,3
236,back pillar,massive,neg,safety,5
236,back pillar,really pain,neg,safety,5
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,air 18,quite small,neg,exterior-features,9
236,gearbox,little bit jerky,neg,handling,4
236,gearbox,great comfort,pos,handling,4
236,low speed manoeuvres,little bit jerky,neg,handling,4
236,electric lumbar support,cost option,neu,cost,7
236,parking sensors,cost option,neg,cost,7
236,-,-,-,unknown,-1
236,seats,fold down,pos,interior-features,1
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
236,style,really good,pos,quality-aesthetic,2
236,SUV,little,neg,quality-aesthetic,2
236,-,-,-,unknown,-1
236,-,-,-,unknown,-1
240,feel,genuine big car,pos,general-information,6
240,car,quite dinky little,neu,general-information,6
240,quality,up there,pos,quality-aesthetic,2
240,storage,so bad,neg,user-experience,8
240,car,little,neg,user-experience,8
240,equipment,pretty generous,pos,user-experience,8
240,screen,poppet,neg,user-experience,8
240,swivel wheel,much easier than touch screen,pos,user-experience,8
240,graphics screen,little bit low definition,neg,user-experience,8
240,graphics screen,problem,neg,user-experience,8
240,cabin,classy,pos,interior-features,1
240,car,expensive enough,neu,interior-features,1
240,ambient lighting package,can enhance,pos,interior-features,1
240,accents,can change colors,pos,interior-features,1
240,Audi A one,beauty,pos,quality-aesthetic,2
240,car,effortlessly cool,pos,quality-aesthetic,2
240,car,really small,neg,quality-aesthetic,2
240,car,classy looking ,pos,quality-aesthetic,2
240,car,raw,pos,exterior-features,9
240,car,practical,pos,exterior-features,9
240,boot capacity,decent,neu,exterior-features,9
240,boot features,neat,pos,exterior-features,9
240,boot floor,can raise well,pos,exterior-features,9
240,parcel shelf,wish Audi had figured out somewhere useful to store,neg,exterior-features,9
240,seats,not completely flat,neg,exterior-features,9
240,seats,still sticking up,neg,exterior-features,9
240,seats,not too bad,neg,exterior-features,9
240,boot,still quite practical,pos,exterior-features,9
240,get in,quite easy,pos,comfort,3
240,front seats,slide far forward,pos,comfort,3
240,back get in,even inflexible people can,pos,comfort,3
240,back,alright,neu,comfort,3
240,car,small,neu,comfort,3
240,headspace,roofline eat into,neg,comfort,3
240,roofline,sloping,neg,comfort,3
240,back,not comfy for a long journey,neg,comfort,3
240,features,not fascinating,neu,general-information,6
240,-,-,-,unknown,-1
240,-,-,-,unknown,-1
240,-,-,-,unknown,-1
240,-,-,-,unknown,-1
240,phone box,handy,pos,interior-features,1
240,drive,easy,pos,handling,4
240,drive,relaxing,pos,handling,4
240,controls,super light,pos,handling,4
240,gearshift,super light,pos,handling,4
240,steering,super light,pos,handling,4
240,pedals,super light,pos,handling,4
240,car,small,neu,handling,4
240,sound,pretty quiet,pos,comfort,3
240,pillar,problem,neg,safety,5
240,pillar,blind spot,neg,safety,5
240,s c car,entry level,neu,handling,4
240,s c suspension,nice,pos,handling,4
240,s c suspension,soft,pos,handling,4
240,s c suspension,comfortable,pos,handling,4
240,ride,really good,pos,handling,4
240,sport,firmer setup,neg,handling,4
240,s line,firmer setup,neg,handling,4
240,s line ride,ruins,neg,handling,4
240,s line ride,no improvement,neg,handling,4
240,s line ride,wrong place if looking for fun,neg,handling,4
240,-,-,-,unknown,-1
240,central arm rest,none,neg,comfort,3
240,headroom,little bit cramped,neg,comfort,3
240,drive,not really that much fun,neg,handling,4
240,feel,luxurious,pos,quality-aesthetic,2
240,price,very economical,pos,cost,7
245,-,-,-,unknown,-1
245,shape,like tortoise,neg,quality-aesthetic,2
245,-,-,-,unknown,-1
245,-,-,-,unknown,-1
245,grill,new,pos,quality-aesthetic,2
245,tail lights,some flash new,pos,exterior-features,9
245,interior,all very nice,pos,interior-features,1
245,interior,well made,pos,interior-features,1
245,quality,typical Audi,pos,quality-aesthetic,2
245,design,feel little bit on the old side,neg,quality-aesthetic,2
245,virtual cockpit,conquered,pos,user-experience,8
245,entertainment system,not as good,neg,user-experience,8
245,car,very nice,pos,general-information,6
245,car,practical,pos,interior-features,1
245,door bins,massive,pos,interior-features,1
245,storage,a bit,neg,interior-features,1
245,carrying three,not good,neg,comfort,3
245,central seat,quite small,neg,comfort,3
245,central seat,raised up,neg,comfort,3
245,headroom,doable,neu,comfort,3
245,boot,shame,neg,exterior-features,9
245,ski hatch,none,neg,exterior-features,9
245,boot,smaller than Mercedes Gel A,neg,exterior-features,9
245,boot,more than BMW X1,pos,exterior-features,9
245,boot,bigger than A3,pos,exterior-features,9
245,boot,enough for most people,pos,exterior-features,9
245,boot shape,nice,pos,exterior-features,9
245,boot shape,square,pos,exterior-features,9
245,boot features,usual kind,pos,exterior-features,9
245,space saver,little bit extra storage,pos,exterior-features,9
245,seats,fold down,pos,exterior-features,9
245,floor,continuous,pos,exterior-features,9
245,floor,not like completely flat,neg,exterior-features,9
245,floor,does help when sliding,pos,exterior-features,9
245,floor,bit of obstruction but not too large,neu,exterior-features,9
245,scuff plate,nice,pos,exterior-features,9
245,boot,quite wide,pos,exterior-features,9
245,boot,provide shelter when raining,pos,exterior-features,9
245,-,-,-,unknown,-1
245,drive,fairly pleasant,pos,handling,4
245,drive,goes about business without a fuss,pos,handling,4
245,drive,everything rather well,neu,handling,4
245,drive,not particularly set the world alight,neu,handling,4
245,handling,sure footed,pos,handling,4
245,handling,grippy,pos,handling,4
245,drive,all wheel,neu,handling,4
245,drive,nice,pos,handling,4
245,drive,easy,pos,handling,4
245,comfort,not bad,neu,comfort,3
245,bumps,goes well enough,neu,handling,4
245,suspension,loads different,neu,handling,4
245,wheels,big,neu,exterior-features,9
245,comfort suspension,recommend,pos,comfort,3
245,insulation,generally pretty good,pos,comfort,3
245,sound,tire roar,neg,comfort,3
245,visibility,quite nice,pos,safety,5
245,sit up,tall,neu,comfort,3
245,view,decent,neu,safety,5
245,back view,decent,neu,safety,5
245,blind spots,many,neg,safety,5
245,petrol engine,nippy,pos,performance,0
245,petrol engine,smooth,pos,performance,0
245,economy,decent,neu,performance,0
245,seven speed automatic transmission,very good,pos,handling,4
245,diesel engine,fairly quick,pos,performance,0
245,Q3,plenty to like,pos,general-information,6
245,features,few annoying,neg,general-information,6
245,-,-,-,unknown,-1
245,-,-,-,unknown,-1
245,grill,fake plastic,neg,quality-aesthetic,2
245,grill,honeycomb,neu,quality-aesthetic,2
245,grill,a bit tacky,neg,quality-aesthetic,2
245,feedback,little,neu,handling,4
245,-,-,-,unknown,-1
245,Audi Q3,plenty to like,pos,general-information,6
245,-,-,-,unknown,-1
245,surface,grippy,pos,handling,4
245,hook,little,neg,interior-features,1
245,-,-,-,unknown,-1
245,baby seats,perfect fitting,pos,interior-features,1
245,parcel shelf,retractable,pos,exterior-features,9
245,-,-,-,unknown,-1
245,-,-,-,unknown,-1
246,vehicle,electric,neu,general-information,6
246,-,-,-,unknown,-1
246,-,-,-,unknown,-1
246,system,slowing you slightly,neg,handling,4
246,braking,regenerative,neg,handling,4
246,brake pedal,nice feel,pos,handling,4
246,-,-,-,unknown,-1
246,brake temperature,very very good,pos,handling,4
246,brakes,absolutely fine,neu,handling,4
246,brake,make sure not too hot,neg,handling,4
246,brake pedal,normal,neu,handling,4
246,brakes,normal,neu,handling,4
246,car,normal,neu,general-information,6
246,brake,no heat,pos,handling,4
246,battery,bravo job,pos,performance,0
246,seat,business class,pos,quality-aesthetic,2
246,comfort level,quite nice,pos,comfort,3
246,corner handling,very comfy,pos,handling,4
246,air suspension,very comfy,pos,handling,4
246,-,-,-,unknown,-1
246,suspension,slightly stiffer,neu,handling,4
246,weight,heavier,neg,performance,0
246,car,electric,neu,performance,0
246,centre of gravity,lower,neu,handling,4
246,car,compromise between vehicle dynamics and comfort,neg,handling,4
246,feel,not that great,neg,handling,4
246,inside,nice,pos,interior-features,1
246,inside,like,pos,interior-features,1
246,design,lovely,pos,quality-aesthetic,2
246,design,adore,pos,quality-aesthetic,2
246,camera review,projected on door panel,neu,safety,5
246,cameras,cool feature,pos,safety,5
246,camera review,nice touch,pos,safety,5
246,sailing mode,interesting,pos,handling,4
246,cars,electric,neu,performance,0
246,car,coast just like normal automatic,pos,handling,4
246,efficiency,maximize,pos,performance,0
246,-,-,-,unknown,-1
246,-,-,-,unknown,-1
246,battery,gained,pos,performance,0
246,battery,pretty impressive,pos,performance,0
246,-,-,-,unknown,-1
247,Audi A8,age better,pos,general-information,6
247,looks,pretty good looking,pos,quality-aesthetic,2
247,top,good,pos,exterior-features,9
247,price,quite expensive,neg,cost,7
247,-,-,-,unknown,-1
247,looks,very smart looking,pos,quality-aesthetic,2
247,inside,smart looking,pos,quality-aesthetic,2
247,quality,typical Audi build,neu,quality-aesthetic,2
247,feel,supremely well made,pos,quality-aesthetic,2
247,design,thought well,neu,quality-aesthetic,2
247,design,little bit kill,neg,quality-aesthetic,2
247,buttons,bit confusing,neg,quality-aesthetic,2
247,buttons,mess,neg,quality-aesthetic,2
247,entertainment system,rise magically,pos,interior-features,1
247,screen,pretty small,neg,interior-features,1
247,definition,little bit low,neg,interior-features,1
247,entertainment system,old,neg,interior-features,1
247,entertainment system,okay to use,neu,interior-features,1
247,entertainment system,nowhere near modern system,neg,interior-features,1
247,spaces,okay,neu,interior-features,1
247,door,big,neu,interior-features,1
247,equipment,impressive,pos,interior-features,1
247,door,bulky,neu,exterior-features,9
247,-,-,-,unknown,-1
247,equipment,very well equipped,pos,interior-features,1
247,car,large,pos,general-information,6
247,car,little bit on small side by limousine standards,neu,general-information,6
247,boot shape,nice,pos,exterior-features,9
247,boot shape,square,neu,exterior-features,9
247,boot shape,quite big,pos,exterior-features,9
247,boot,larger,pos,exterior-features,9
247,underfloor storage,a bit,neu,exterior-features,9
247,underfloor storage,not much room,neg,exterior-features,9
247,wheelbase,long,pos,general-information,6
247,knee room,absolutely loads of,pos,comfort,3
247,car,feel fine but not pretty quite,neg,comfort,3
247,spaces,lovely,pos,comfort,3
247,spaces,easier stretch out,pos,comfort,3
247,seats,upgraded,pos,comfort,3
247,seats,can recline,pos,comfort,3
247,back,super comfy,pos,comfort,3
247,seats,little bit harder than rivals,neg,comfort,3
247,seat,not ideal for a person,neg,comfort,3
247,-,-,-,unknown,-1
247,Audi A8,pretty capable limousine,pos,general-information,6
247,-,-,-,unknown,-1
247,car,lot older than its rivals,neg,general-information,6
247,car,due for replacement soon,neg,general-information,6
247,car,really an impressive package,pos,general-information,6
247,air suspension,little bit firmer,neu,handling,4
247,bumps,rides really well,pos,handling,4
247,dynamic mode,stiffens things up,neu,handling,4
247,handles,surprisingly well,pos,handling,4
247,size,big,neu,general-information,6
247,corner,careful,neu,handling,4
247,travel,really relaxing,pos,handling,4
247,sound,very quiet,pos,comfort,3
247,sound,no wind at all,pos,comfort,3
247,sound,little bit of Tyrell,neg,comfort,3
247,engine,cheapest,neg,performance,0
247,engine,fast enough,pos,performance,0
247,car,big,pos,general-information,6
247,engine,nice,pos,handling,4
247,gearbox,fine,pos,handling,4
247,engine,smooth,pos,performance,0
247,visibility,problem,neg,safety,5
247,visibility,little bit lacking,neg,safety,5
247,visibility,really good,pos,safety,5
247,Audi A8,stunning test of time,pos,general-information,6
247,Audi A8,pretty well,pos,general-information,6
247,-,-,-,unknown,-1
247,-,-,-,unknown,-1
247,entertainment system,touch,neu,user-experience,8
247,entertainment system,no hybrid version,neg,user-experience,8
247,entertainment system,really difficult to use,neg,user-experience,8
247,car,very easy to confuse with A6,neg,general-information,6
247,-,-,-,unknown,-1
247,-,-,-,unknown,-1
247,things,cool,pos,interior-features,1
247,-,-,-,unknown,-1
247,entertainment system,getting on a bit,neg,interior-features,1
247,petrol engine,economical,pos,performance,0
247,cruising,save fuel,pos,performance,0
247,-,-,-,unknown,-1
247,boot,rival has bigger,neg,exterior-features,9
247,boot,rival has more useful,neg,exterior-features,9
247,entertainment system,feels dated,neg,interior-features,1
247,travelling,very complicated,neg,handling,4
247,handles,very well,pos,handling,4
247,size,big vehicle,neu,general-information,6
247,-,-,-,unknown,-1
247,-,-,-,unknown,-1
248,car,fully electric,pos,performance,0
248,weight,no lightweight,neu,performance,0
248,weight,heaviest beast ,neg,performance,0
248,weight,heavier,neg,performance,0
248,weight,heavier than a jag,neg,performance,0
248,energy harvesting,really efficient,pos,performance,0
248,energy harvesting,really really efficient,pos,performance,0
248,downhill,so many more kilometres,pos,handling,4
248,downhill,brilliant,pos,handling,4
248,weight,heavy big mass,neg,performance,0
248,miles,loads of,pos,general-information,6
248,miles,good thing,pos,general-information,6
248,-,-,-,unknown,-1
248,electric platform,premium,neu,general-information,6
248,ports,slide down,pos,exterior-features,9
248,ports,lovely,pos,exterior-features,9
248,ports,little,neg,exterior-features,9
248,car,electric,pos,performance,0
248,offroad,grip pretty well,pos,handling,4
248,offroad,really handy,pos,handling,4
248,offroad,mature electric floating,pos,handling,4
248,offroad,instant torque,pos,handling,4
248,suspension,airbag,pos,handling,4
248,suspension,adjustable,pos,handling,4
248,offroad sound,quiet,pos,comfort,3
248,air suspension,pumped higher,pos,handling,4
248,ground clearance,higher,pos,handling,4
248,offroad,effective,pos,handling,4
248,drive,safety net,pos,handling,4
248,drive,all wheel whenever you need,pos,handling,4
248,descent,automatic control,pos,handling,4
248,slope,slowing the car down,neg,handling,4
248,climb,without any issue,neg,handling,4
248,car,big box,neu,general-information,6
248,rock crawling,not in this car,neg,handling,4
248,design,familiar,neu,quality-aesthetic,2
248,look,familiar,neu,quality-aesthetic,2
248,car,not feel too radical,neg,quality-aesthetic,2
248,-,-,-,unknown,-1
248,car,shorter than Tesla Model X,neu,quality-aesthetic,2
248,car,longer than jag I pace,neu,quality-aesthetic,2
248,looks,pretty,pos,quality-aesthetic,2
248,looks,better than Tesla Model X,pos,quality-aesthetic,2
248,looks,prefer JAG I for being little bit more creative,pos,quality-aesthetic,2
248,looks,familiar,neu,quality-aesthetic,2
248,car,has class,pos,quality-aesthetic,2
248,car,has grace,pos,quality-aesthetic,2
248,front grill,familiar,neu,exterior-features,9
248,front grill,same,neu,exterior-features,9
248,vents,active,pos,exterior-features,9
248,cruise control,adaptive,pos,handling,4
248,offroading,electric powered,pos,performance,0
248,offroading,perfect,pos,handling,4
248,torque,lots of,pos,performance,0
248,torque,easily developed,pos,performance,0
248,torque,nice,pos,performance,0
248,rear engine,little bit stronger,pos,performance,0
248,front end,little bit less power,neg,performance,0
248,drive train,electric,neu,performance,0
248,drive train,new,pos,performance,0
248,-,-,-,unknown,-1
248,modular system,best,pos,general-information,6
248,portfolio,best,pos,general-information,6
248,portfolio,big,pos,general-information,6
248,Audi,very good,pos,general-information,6
248,talking price,perfect,pos,cost,7
248,price,lot of money,neg,cost,7
248,price,expensive car,pos,cost,7
248,price,way too expensive,pos,cost,7
248,air suspension,adaptable,pos,handling,4
248,headlights,unique,pos,exterior-features,9
248,charging panel,illuminates,pos,exterior-features,9
248,charging panel,good,pos,exterior-features,9
248,Audi Tron,big milestone,pos,general-information,6
248,-,-,-,unknown,-1
248,side profile,like,pos,quality-aesthetic,2
248,side profile,indented,neu,quality-aesthetic,2
248,side profile,waistline crease,neu,quality-aesthetic,2
248,horns,lovely,pos,quality-aesthetic,2
248,side profile,little features,neu,quality-aesthetic,2
248,side profile,quirky crossover,pos,quality-aesthetic,2
248,looks,prettiest looking Audi,pos,quality-aesthetic,2
248,camera mirrors,optional,neu,exterior-features,9
248,camera mirrors,not really a fan of them,neg,exterior-features,9
248,roof bars,lovely,pos,exterior-features,9
248,roof bars,smooth,pos,exterior-features,9
248,roof bars,really smooth,pos,exterior-features,9
248,doors,strikes,neu,exterior-features,9
248,doors,cut in dent,neu,exterior-features,9
248,doors,plastic cladding,neu,exterior-features,9
248,sound,soundproofing throughout,pos,comfort,3
248,sound,quiet,pos,comfort,3
248,sound,composed,pos,comfort,3
248,car,luxurious,pos,quality-aesthetic,2
248,glass,double glazed,pos,quality-aesthetic,2
248,floor,flat,pos,exterior-features,9
248,car,really new,pos,general-information,6
248,type,SUV,neu,general-information,6
248,engine,absolutely love at night,pos,performance,0
248,engine,solid bar,pos,performance,0
248,engine,full led,pos,performance,0
248,looks,absolutely gorgeous,pos,quality-aesthetic,2
248,car,subtle,neu,quality-aesthetic,2
248,car, not standout,neu,quality-aesthetic,2
248,looks,fairly handsome,pos,quality-aesthetic,2
248,looks,well put together,neu,quality-aesthetic,2
248,boot space,really impressive,pos,exterior-features,9
248,front,bigger than a lot of cars,neu,exterior-features,9
248,storage area,purely for cables,pos,exterior-features,9
248,boot underfloor area,so much more useful,pos,exterior-features,9
248,boot underfloor area,easily accessible,pos,exterior-features,9
248,boot,false floor,pos,exterior-features,9
248,false floor,space saver wheel,pos,exterior-features,9
248,floor,not quite fat entry point,neg,exterior-features,9
248,floor,near damn flat,pos,exterior-features,9
248,boot,Tesla Model X bigger,neg,exterior-features,9
248,boot size,Tesla Model X bigger,neu,exterior-features,9
248,model X,five meters long,pos,general-information,6
248,model X,lighter car,pos,general-information,6
248,car,heavy water,neu,general-information,6
248,back space,lot of,pos,comfort,3
248,seat,look familiar,neu,quality-aesthetic,2
248,arm rest,luxurious,pos,interior-features,1
248,arm rest,noisy,neg,interior-features,1
248,cup holders,nice,pos,interior-features,1
248,cup holders,cheeky,pos,interior-features,1
248,-,-,-,unknown,-1
248,car,a heavy beast,neu,general-information,6
248,base,heavy,neg,general-information,6
248,dash,gorgeous,pos,interior-features,1
248,seat ,adjustable,neu,comfort,3
248,inside,pleasant place to be,pos,comfort,3
248,cabins,plush,pos,interior-features,1
248,cabins,gorgeous,pos,quality-aesthetic,2
248,cabins,very well appointed,pos,interior-features,1
248,screen clarity,insane,pos,user-experience,8
248,controls,bit of acquired taste,neu,user-experience,8
248,controls,everything in union,pos,user-experience,8
248,controls,all touch screen,neu,user-experience,8
248,volume control,tactile button,neu,user-experience,8
248,centre console,semi floating,neu,user-experience,8
248,centre console,pretty deep,pos,user-experience,8
248,centre console,deep,pos,user-experience,8
248,centre console,quite fat,pos,user-experience,8
248,centre console,deep,pos,user-experience,8
248,cubby,deep,pos,user-experience,8
248,storage,plenty of,pos,interior-features,1
248,shift button,really like,pos,user-experience,8
248,shift button,really like,pos,user-experience,8
248,side finish,lovely,pos,quality-aesthetic,2
248,foot brake,aluminium sleight,pos,handling,4
248,side finish,aluminium brushed,neu,quality-aesthetic,2
248,lighting,little,neu,exterior-features,9
248,lighting,led,neu,exterior-features,9
248,leather,really soft rubber,pos,quality-aesthetic,2
248,rubber,ultra soft,pos,exterior-features,9
248,spokes,really liked,pos,exterior-features,9
248,spokes,admired,pos,exterior-features,9
248,spokes,little,neu,exterior-features,9
248,spokes,same as front grill,pos,exterior-features,9
248,screen,double deck,pos,interior-features,1
248,dash,beautiful,pos,quality-aesthetic,2
248,quality,never gonna get bored of this level of quality,pos,quality-aesthetic,2
248,navigation,intelligent,pos,handling,4
248,navigation,like,pos,handling,4
248,navigation,instigate aggressive region automatically ,pos,handling,4
248,car,heavy,neu,general-information,6
248,screen,haptic feedback,pos,user-experience,8
248,haptic feedback,feels quite good,pos,user-experience,8
248,-,-,-,unknown,-1
248,mirror,quite low,neg,exterior-features,9
248,-,-,-,unknown,-1
248,-,-,-,unknown,-1
248,car,very well put together,pos,quality-aesthetic,2
248,inside,beautifully finished,pos,quality-aesthetic,2
248,finish,cannot fall,neg,quality-aesthetic,2
248,surfaces,beautiful,pos,quality-aesthetic,2
248,screen,brushed,pos,quality-aesthetic,2
248,screen,aluminium,neu,quality-aesthetic,2
248,screen,lovely,pos,quality-aesthetic,2
248,content,beautiful radical,pos,quality-aesthetic,2
248,BMW ,gone wild,pos,quality-aesthetic,2
248,BMW ,leading the charge,pos,quality-aesthetic,2
248,drive,love,pos,handling,4
248,car,really good quality,pos,quality-aesthetic,2
248,aspects,really like,pos,general-information,6
248,range,too heavy,neg,general-information,6
248,price,unwarranted,neg,cost,7
248,electrification,fine transition,pos,general-information,6
248,drive,want a little bt more involving,neg,handling,4
248,price,I pace in cheaper,neg,cost,7
248,weight,I pace is lighter,neg,general-information,6
248,range,no worse,neu,general-information,6
248,range,I pace slightly better on paper,pos,general-information,6
248,car,I pace more engaging,neg,general-information,6
248,quality,up with jag,neu,quality-aesthetic,2
248,car,another big player ,pos,general-information,6
249,-,-,-,unknown,-1
249,-,-,-,unknown,-1
249,car,so cool,pos,quality-aesthetic,2
249,looks,futuristic,pos,quality-aesthetic,2
249,car,head turning,pos,quality-aesthetic,2
249,car,not a big show off,pos,quality-aesthetic,2
249,car,not over the top,pos,quality-aesthetic,2
249,car,more reserved,pos,quality-aesthetic,2
249,looks,not a lot different,neu,quality-aesthetic,2
249,drive,dead easy,pos,handling,4
249,steering,nice,pos,handling,4
249,gearbox,smooth enough,pos,handling,4
249,seats,nice,pos,comfort,3
249,seats,supple,pos,comfort,3
249,comfy setting,rides over bumps pretty well,pos,comfort,3
249,car,supercar,pos,general-information,6
249,bumps,rides pretty well,pos,handling,4
249,weight distribution,perfect,pos,performance,0
249,-,-,-,unknown,-1
249,engine,naturally aspirated,pos,performance,0
249,engine,super car,pos,performance,0
249,engine,rapid,pos,performance,0
249,engine,responsive,pos,performance,0
249,engine,modern,pos,performance,0
249,engine,turbocharged,pos,performance,0
249,engine,good for 0 to 62 miles an hour,pos,performance,0
249,engine,takes off,pos,performance,0
249,sound,far more orchestral,pos,performance,0
249,sound,musical interlude,pos,performance,0
249,driving experience,real sensory,pos,user-experience,8
249,gearshift,lightning fast,pos,handling,4
249,drive system,four wheel,neu,performance,0
249,drive,so much fun,pos,handling,4
249,drive,absolutely unbelievable,pos,handling,4
249,power,pretty much to the rear wheels,neu,performance,0
249,steering,super sharp,pos,handling,4
249,steering,cocking,pos,handling,4
249,steering,change direction faster than a housefly,pos,handling,4
249,cornering,mind bending,pos,handling,4
249,cornering,not unsophisticated,pos,handling,4
249,cornering,really feel involved in the proceedings,pos,handling,4
249,-,-,-,unknown,-1
249,ambience,fabulous,pos,comfort,3
249,ambience,beautiful,pos,comfort,3
249,interior,fabulous,pos,interior-features,1
249,virtual cockpit,clear,pos,quality-aesthetic,2
249,virtual cockpit,logical on cutting edge,pos,quality-aesthetic,2
249,virtual cockpit,cool,pos,quality-aesthetic,2
249,engine,cool,pos,performance,0
249,engine,save fuel when cruising,pos,performance,0
249,-,-,-,unknown,-1
249,practicality,decent for supercar,neu,interior-features,1
249,front can,deep,pos,interior-features,1
249,car,supercar,pos,general-information,6
249,-,-,-,unknown,-1
249,new R8,50 kilogram lighter,neu,performance,0
249,new R8,40% stiffer ,neu,handling,4
249,camera gun,steady,pos,performance,0
249,launch control,easy,pos,performance,0
249,fuel tank,not very big,neg,performance,0
249,fuel tank,fill up pretty much every 200 miles,neg,performance,0
249,-,-,-,unknown,-1
249,-,-,-,unknown,-1
249,side blades,nice,pos,quality-aesthetic,2
249,laser headlights,brilliant,pos,exterior-features,9
249,laser headlights,automatically cancel below 37 miles an hour,neg,exterior-features,9
249,corners,normal beam,neg,exterior-features,9
249,slow speed,normal beam,neg,exterior-features,9
249,brakes,absolutely mighty,pos,handling,4
249,brakes,can feel a bit grubby,neg,handling,4
249,car,supercar,pos,general-information,6
249,car,generally very super to Audi,pos,general-information,6
249,car,not as desirable as Audi or Ferrari,neg,general-information,6
249,price,cost serious money,neg,cost,7
249,price,really expensive,neg,cost,7
249,drive,brilliant,pos,handling,4
249,looks,fantastic,pos,quality-aesthetic,2
249,-,-,-,unknown,-1
249,-,-,-,unknown,-1
250,size,large,pos,general-information,6
250,car,sick,neg,general-information,6
250,type,SUV,neu,general-information,6
250,door,frameless,pos,exterior-features,9
250,features,big,neu,quality-aesthetic,2
250,arches,flat,neu,quality-aesthetic,2
250,look,trying to look more desirable,pos,quality-aesthetic,2
250,looks,quite a lot like lamborghini,neu,quality-aesthetic,2
250,car,wider,neu,general-information,6
250,car,slightly lower to the ground,neu,general-information,6
250,car,shorter,neu,general-information,6
250,engine,mild hybrid diesel,neu,performance,0
250,technology,active,pos,performance,0
