,Unnamed: 0,id,segment_id,label_topic,aspect_lemmatized,opinion_lemmatized,sentiment
2189,,276.0,8.0,2.0,look,elegant,pos
2190,,276.0,8.0,2.0,look,hard combination pull,neg
2191,696.0,276.0,9.0,9.0,car,pretty darn quick,pos
2192,,276.0,9.0,9.0,outside,glorious,pos
2193,697.0,276.0,10.0,4.0,suspension,adjust within millisecond,pos
2194,,276.0,10.0,4.0,turn,flying around,pos
2195,,276.0,10.0,4.0,door,love,pos
2196,,276.0,10.0,4.0,door,completely flat,pos
2197,,276.0,10.0,4.0,door,neutral,neu
2198,,276.0,10.0,4.0,steering,little numb,neg
2199,,276.0,10.0,4.0,breaking,non-linear,neg
2200,,276.0,10.0,4.0,car,sharpest knife drawer,neg
2201,,276.0,10.0,4.0,car,race car,pos
2202,,276.0,10.0,4.0,balance,fine GT,pos
2203,,276.0,10.0,4.0,steering,fine GT,pos
2204,,276.0,10.0,4.0,breaking,fine GT,pos
2205,698.0,276.0,11.0,2.0,look,Aston Martin better looking,neg
2206,699.0,276.0,12.0,0.0,Porsche 911,better performance,pos
2207,,276.0,12.0,0.0,BMW 6 50,better exhaust note,pos
2208,700.0,276.0,13.0,6.0,SL,everything,pos
2209,701.0,276.0,14.0,9.0,top cover,stupid,neg
2210,702.0,276.0,15.0,1.0,technology,much,pos
2211,703.0,276.0,16.0,2.0,-,-,-
2212,704.0,276.0,17.0,3.0,seat,heated,pos
2213,,276.0,17.0,3.0,seat,cooled,pos
2214,,276.0,17.0,3.0,air scarf,blow gentle breeze,pos
2215,,276.0,17.0,3.0,car,every creature comfort,pos
2216,705.0,276.0,18.0,1.0,Magic sky Control,biggest party trick,pos
2217,,276.0,18.0,1.0,sunroof,cool,pos
2218,706.0,276.0,19.0,6.0,Mercedes-Benz,sign power,pos
2219,,276.0,19.0,6.0,Mercedes-Benz,sign wealth,pos
2220,,276.0,19.0,6.0,Mercedes-Benz,sign prestige,pos
2221,707.0,276.0,20.0,0.0,torque,huge smile,pos
2222,708.0,276.0,21.0,6.0,car seat,fast lane,pos
2223,709.0,276.0,22.0,0.0,sound,better,pos
2224,,276.0,22.0,0.0,sound,better forsooth,pos
2225,710.0,277.0,1.0,6.0,price,least expensive SL,pos
2226,,277.0,1.0,6.0,power,least powerful SL,neg
2227,711.0,277.0,2.0,7.0,-,-,-
2228,712.0,277.0,3.0,0.0,-,-,-
2229,713.0,277.0,4.0,0.0,engine,smallest,neg
2230,,277.0,4.0,0.0,sport mode,faster comfort mode,pos
2231,,277.0,4.0,0.0,car,potentially slower Mercedes,neg
2232,,277.0,4.0,0.0,sport mode,faster comfort mode,neu
2233,714.0,277.0,5.0,4.0,control,lot different variable,pos
2234,715.0,277.0,6.0,0.0,exhaust note,change,neu
2235,,277.0,6.0,0.0,exhaust note,baffle open,pos
2236,,277.0,6.0,0.0,exhaust note,change,pos
2237,,277.0,6.0,0.0,sound,better,pos
2238,716.0,277.0,7.0,0.0,sport mode,slower comfort,neg
2239,717.0,277.0,8.0,7.0,SL,least luxurious,neg
2240,,277.0,8.0,7.0,power,least powerful,neg
2241,718.0,277.0,9.0,9.0,option,stuffed full,pos
2242,,277.0,9.0,9.0,door,soft closed,pos
2243,,277.0,9.0,9.0,roof,magic,pos
2244,,277.0,9.0,9.0,roof,transparent,pos
2245,,277.0,9.0,9.0,roof,transforms much light come cabin,pos
2246,,277.0,9.0,9.0,seat,massaging,pos
2247,,277.0,9.0,9.0,air scarf,wop warm air,pos
2248,719.0,277.0,10.0,0.0,turbos,spool,neu
2249,720.0,277.0,11.0,0.0,acceleration,mode direct impact,neu
2250,,277.0,11.0,0.0,mile sea level,slower,neg
2251,721.0,277.0,12.0,2.0,-,-,-
2252,722.0,277.0,13.0,6.0,car,pretty darn luxurious,pos
2253,,277.0,13.0,6.0,car,pretty darn fast,pos
2254,,277.0,13.0,6.0,car,perfect sweet 16 gift,pos
2255,,277.0,13.0,6.0,car,still fast,pos
2256,,277.0,13.0,6.0,car,still safe,pos
2257,,277.0,13.0,6.0,car,still fun drive,pos
2258,,277.0,13.0,6.0,car,fast lane,pos
2259,,277.0,13.0,6.0,Mercedes,perfect sweet 16,pos
2260,723.0,277.0,14.0,6.0,-,-,-
2261,724.0,278.0,1.0,6.0,car,absolutely gorgeous,pos
2262,,278.0,1.0,6.0,headlight,led accent,pos
2263,,278.0,1.0,6.0,BMW,best accent,pos
2264,,278.0,1.0,6.0,Mercedes-Benz accent,topped,pos
2265,,278.0,1.0,6.0,drive,wheel,neu
2266,,278.0,1.0,6.0,tyre,summer,neu
2267,,278.0,1.0,6.0,tyre,absolutely useless snow,pos
2268,725.0,278.0,2.0,0.0,drive,four wheel,neu
2269,726.0,278.0,3.0,0.0,sea level,faster,pos
2270,,278.0,3.0,0.0,0 60 time,surprising,neu
2271,,278.0,3.0,0.0,0 60 time,fast,pos
2272,727.0,278.0,4.0,8.0,control,unfortunately computer controlling vehicle,neg
2273,,278.0,4.0,8.0,car,mordern,pos
2274,728.0,278.0,5.0,0.0,torque,way stronger,pos
2275,,278.0,5.0,0.0,sound,better,pos
2276,729.0,278.0,6.0,0.0,-,-,-
2277,730.0,278.0,7.0,0.0,0 60 time,boring,neu
2278,,278.0,7.0,0.0,0 60 time,identical,neu
2279,731.0,278.0,8.0,0.0,acceleration,fastest possible,pos
2280,,278.0,8.0,0.0,gear shift,quickly possible,pos
2281,,278.0,8.0,0.0,car,give youall bean either mode,neu
2282,732.0,278.0,9.0,6.0,-,-,-
2283,733.0,278.0,10.0,8.0,seatbelt,hand like butler,pos
2284,,278.0,10.0,8.0,seatbelt,tightens start engine,pos
2285,,278.0,10.0,8.0,seatbelt,interesting,pos
2286,734.0,278.0,11.0,6.0,car,fast lane,pos
2287,735.0,278.0,12.0,6.0,power allocation,cool,pos
2288,736.0,279.0,1.0,6.0,look,badass,pos
2289,,279.0,1.0,6.0,vehicle,vicious,pos
2290,737.0,279.0,2.0,7.0,-,-,-
2291,738.0,279.0,3.0,0.0,engine,heavily heavily modified,pos
2292,,279.0,3.0,0.0,engine,able propel weighs heavily,pos
2293,,279.0,3.0,0.0,weight,ton like God,neu
2294,740.0,279.0,5.0,0.0,car,like scalded cat,pos
2295,741.0,279.0,6.0,4.0,traction control,really intrusive,neg
2296,,279.0,6.0,4.0,traction control,problem,neg
2297,742.0,279.0,7.0,7.0,wheel,big,neu
2298,743.0,279.0,8.0,2.0,wheel,lot,pos
2299,,279.0,8.0,2.0,exterior design,lot bulky,pos
2300,,279.0,8.0,2.0,height,lower looking vehicle,neu
2301,,279.0,8.0,2.0,look,blow border another country quickly,pos
2302,744.0,279.0,9.0,9.0,wheel,amazing,pos
2303,,279.0,9.0,9.0,wheel,beautiful,pos
2304,,279.0,9.0,9.0,wheel,fantastic,pos
2305,745.0,279.0,10.0,2.0,height,little low,neu
2306,,279.0,10.0,2.0,car,lot street presence,pos
2307,,279.0,10.0,2.0,look,bit purposeful,pos
2308,746.0,279.0,11.0,4.0,steering,heavy,neg
2309,,279.0,11.0,4.0,steering,frankly communicate well,neg
2310,,279.0,11.0,4.0,steering weight,okay,neu
2311,,279.0,11.0,4.0,rear end,little bit,neu
2312,747.0,279.0,12.0,4.0,-,-,-
2313,748.0,279.0,13.0,2.0,exterior,gangster,pos
2314,,279.0,13.0,2.0,engine,gangster,pos
2315,,279.0,13.0,2.0,interior,bos,pos
2316,,279.0,13.0,2.0,interior,one nicest,pos
2317,,279.0,13.0,2.0,interior,outdone,pos
2318,,279.0,13.0,2.0,seat,comfortable,pos
2319,,279.0,13.0,2.0,interior,fantastic place,pos
2320,,279.0,13.0,2.0,interior,beautiful wood,pos
2321,,279.0,13.0,2.0,interior,dark wood,pos
2322,,279.0,13.0,2.0,learther,dark,neu
2323,,279.0,13.0,2.0,interior,raised white stitching,neu
2324,749.0,279.0,14.0,3.0,head rest put,pain,neg
2325,,279.0,14.0,3.0,seating,honestly uncomfortable,neg
2326,,279.0,14.0,3.0,third row space,little bit,neg
2327,,279.0,14.0,3.0,third row space,good enough adult,neg
2328,,279.0,14.0,3.0,get,terrified hurting seat,neg
2329,750.0,279.0,15.0,0.0,car,faster,pos
2330,,279.0,15.0,0.0,car,pretty way faster,neg
2331,751.0,279.0,16.0,0.0,sea level,second slower,neg
2332,,279.0,16.0,0.0,car,"still really , really , really , really , really fast",pos
2333,,279.0,16.0,0.0,car,quick,pos
2334,,279.0,16.0,0.0,power,much,pos
2335,,279.0,16.0,0.0,weight,pretty much close,pos
2336,,279.0,16.0,0.0,weight,heavier lot pickup truck,pos
2337,,279.0,16.0,0.0,weight,lot meat,pos
2338,752.0,279.0,17.0,9.0,towing,wierd,pos
2339,,279.0,17.0,9.0,seat,fall push button,pos
2340,,279.0,17.0,9.0,seat,fall flat,pos
2341,,279.0,17.0,9.0,space,lot extra underneath seat,pos
2342,,279.0,17.0,9.0,storage,inflation kit,neu
2343,,279.0,17.0,9.0,storage,great place keep weapon,pos
2344,,279.0,17.0,9.0,utility,reallly,pos
2345,,279.0,17.0,9.0,comfort,ton,pos
2346,753.0,279.0,18.0,6.0,-,-,-
2347,754.0,279.0,19.0,0.0,engine note,glorious,pos
2348,755.0,279.0,20.0,0.0,-,-,-
2349,756.0,279.0,21.0,6.0,car,beast,pos
2350,,279.0,21.0,6.0,car,angry crossover SUV,pos
2351,,279.0,21.0,6.0,car,many solid thing,pos
2352,,279.0,21.0,6.0,car,bigger,pos
2353,,279.0,21.0,6.0,car,better,pos
2354,,279.0,21.0,6.0,car,meaner,pos
2355,,279.0,21.0,6.0,price,lot money,neg
2356,757.0,279.0,22.0,0.0,-,-,-
2357,758.0,279.0,23.0,0.0,-,-,-
2358,759.0,279.0,24.0,4.0,drive,lot easier,pos
2359,760.0,279.0,25.0,6.0,weight,three ton,neu
2360,,279.0,25.0,6.0,corner,horrible done,neg
2361,,279.0,25.0,6.0,car,beast,neg
2362,,279.0,25.0,6.0,purchase,like reallistically buy,neg
2363,,279.0,25.0,6.0,size,big,neg
2364,,279.0,25.0,6.0,size,much,neg
2365,,279.0,25.0,6.0,purchase,would lease,pos
2366,,279.0,25.0,6.0,vehicle,awesome around track,pos
2367,,279.0,25.0,6.0,size,big,neg
2368,,279.0,25.0,6.0,car,mean,neg
2369,761.0,280.0,1.0,6.0,Mercedes-Benz,brand new,pos
2370,,280.0,1.0,6.0,engine choice,new,pos
2371,762.0,280.0,2.0,2.0,exterior styling,new,pos
2372,,280.0,2.0,2.0,interior,new,pos
2373,763.0,280.0,3.0,6.0,-,-,-
2374,764.0,280.0,4.0,2.0,look,lot like S class,neu
2375,,280.0,4.0,2.0,look,baby class strong family rememblance,neu
2376,,280.0,4.0,2.0,aluminium,new,neu
2377,,280.0,4.0,2.0,external panel,pretty much every aluminium,pos
2378,,280.0,4.0,2.0,weight,lighter,pos
2379,765.0,280.0,5.0,0.0,torque,lot,pos
2380,,280.0,5.0,0.0,power,lot,pos
2381,,280.0,5.0,0.0,drive,four wheel,neu
2382,766.0,280.0,6.0,7.0,Big Boy Twin Turbo,really good,pos
2383,767.0,280.0,7.0,0.0,horsepower,quite frankly phenomenal,pos
2384,768.0,280.0,8.0,2.0,C class,far elegant,pos
2385,,280.0,8.0,2.0,C class,nicest mind,pos
2386,,280.0,8.0,2.0,BMW,little austere,neg
2387,,280.0,8.0,2.0,Audi,little long tooth,neg
2388,,280.0,8.0,2.0,interior,elegant,pos
2389,,280.0,8.0,2.0,interior,stylish,pos
2390,,280.0,8.0,2.0,interior,soft,pos
2391,,280.0,8.0,2.0,interior,look expensive,pos
2392,,280.0,8.0,2.0,interior,that's want,pos
2393,,280.0,8.0,2.0,interior,expensive,pos
2394,769.0,280.0,9.0,4.0,feel,lot bigger,neu
2395,,280.0,9.0,4.0,drive,lot bigger,neu
2396,,280.0,9.0,4.0,size,e class c class,neu
2397,,280.0,9.0,4.0,theme,luxurious one,pos
2398,,280.0,9.0,4.0,weight,lighter,pos
2399,,280.0,9.0,4.0,size,bigger,neu
2400,770.0,280.0,10.0,3.0,back,lot room,pos
2401,,280.0,10.0,3.0,back,four inch longer,pos
2402,,280.0,10.0,3.0,knee room,,pos
2403,,280.0,10.0,3.0,legroom,,pos
2404,,280.0,10.0,3.0,car,eclass,pos
2405,,280.0,10.0,3.0,headroom,little bit tight,neg
2406,771.0,280.0,11.0,9.0,sunroof,panoramic,pos
2407,,280.0,11.0,9.0,sunroof,cool,pos
2408,772.0,280.0,12.0,4.0,turbo lag,little bit,neg
2409,,280.0,12.0,4.0,torque,oh gosh,pos
2410,,280.0,12.0,4.0,torque,kick,pos
2411,,280.0,12.0,4.0,torque,feel phenomenal,pos
2412,,280.0,12.0,4.0,size,lot bigger,neu
2413,,280.0,12.0,4.0,car,doesnt feel agile,neg
2414,,280.0,12.0,4.0,car,feel quite like want dance much,neg
2415,,280.0,12.0,4.0,car,touring,pos
2416,773.0,280.0,13.0,4.0,car,luxury,pos
2417,,280.0,13.0,4.0,setting,obligatory,neu
2418,,280.0,13.0,4.0,air suspension,work,pos
2419,,280.0,13.0,4.0,horsepower,would like sport plus mode,pos
2420,774.0,280.0,14.0,5.0,safety feature,ful suite,pos
2421,,280.0,14.0,5.0,drive,hit brake,pos
2422,,280.0,14.0,5.0,drive,really cool stuff,pos
2423,,280.0,14.0,5.0,steering,active,pos
2424,,280.0,14.0,5.0,technology,sweet,pos
2425,775.0,280.0,15.0,7.0,-,-,-
2426,776.0,280.0,16.0,6.0,design,characteristic S class,pos
2427,,280.0,16.0,6.0,car,something customer looking,pos
2428,,280.0,16.0,6.0,quality,different,neu
2429,,280.0,16.0,6.0,fit,different,neu
2430,,280.0,16.0,6.0,finish,different,neu
2431,777.0,280.0,17.0,0.0,drive,wheel,neu
2432,,280.0,17.0,0.0,drive version,interesting,pos
2433,,280.0,17.0,0.0,car,luxurious,pos
2434,,280.0,17.0,0.0,price,expensive,neg
2435,778.0,280.0,18.0,8.0,touch pad,big news,pos
2436,,280.0,18.0,8.0,command system,old Mercedes,neu
2437,,280.0,18.0,8.0,command system,still work,neu
2438,,280.0,18.0,8.0,screen,little bit bigger,pos
2439,,280.0,18.0,8.0,touch pad,cross iPhone,pos
2440,,280.0,18.0,8.0,system,nice,pos
2441,,280.0,18.0,8.0,system,like,pos
2442,779.0,280.0,19.0,4.0,steering,electronic,neu
2443,,280.0,19.0,4.0,steering,weighted nicely,pos
2444,,280.0,19.0,4.0,steering,good sense wheel,pos
2445,,280.0,19.0,4.0,drive,push car around confidently,pos
2446,,280.0,19.0,4.0,slow road,poise,pos
2447,,280.0,19.0,4.0,feel,rock solid,pos
2448,,280.0,19.0,4.0,feel,rail,pos
2449,780.0,280.0,20.0,1.0,steering wheel,love,pos
2450,781.0,280.0,21.0,3.0,receiving position,comfortable,pos
2451,,280.0,21.0,3.0,receiving position,sporty,pos
2452,,280.0,21.0,3.0,sound,impressed quiet,pos
2453,,280.0,21.0,3.0,sound,extra length make quiet,pos
2454,,280.0,21.0,3.0,camera roof,little bit whistle,neu
2455,782.0,280.0,22.0,6.0,power,lot,pos
2456,,280.0,22.0,6.0,sound,lot,pos
2457,,280.0,22.0,6.0,BMW,luxurious,pos
2458,,280.0,22.0,6.0,Audi A4,oldest,neg
2459,,280.0,22.0,6.0,Alexis I,size smaller,neu
2460,,280.0,22.0,6.0,Alexis I,much nimble,pos
2461,,280.0,22.0,6.0,car,chocolate luxury flavour icecream,pos
2462,,280.0,22.0,6.0,car,true driver's car,pos
2463,,280.0,22.0,6.0,overall,impressed,pos
2464,,280.0,22.0,6.0,car,best sense German Automobiles,pos
2465,,280.0,22.0,6.0,weight,lighter predecessor,pos
2466,783.0,280.0,23.0,2.0,-,-,-
2467,784.0,280.0,24.0,0.0,handling,better,pos
2468,,280.0,24.0,0.0,performance,better,pos
2469,,280.0,24.0,0.0,fuel economy,increase,pos
2470,785.0,280.0,25.0,6.0,-,-,-
2471,786.0,280.0,26.0,4.0,drive,different,pos
2472,,280.0,26.0,4.0,car,heavier,neu
2473,787.0,280.0,27.0,6.0,size,bigger,pos
2474,,280.0,27.0,6.0,weight,lighter,pos
2475,,280.0,27.0,6.0,size,bigger,pos
2476,,280.0,27.0,6.0,look,handsome,pos
2477,,280.0,27.0,6.0,weight,lighter,pos
2478,788.0,280.0,28.0,4.0,car,happy owning,pos
2479,,280.0,28.0,4.0,drive,need spend little time behind wheel,pos
2480,789.0,280.0,29.0,6.0,car,great Colarado mountain,pos
2481,790.0,280.0,30.0,4.0,brake,love,pos
2482,,280.0,30.0,4.0,brake,feel plant,pos
2483,,280.0,30.0,4.0,brake,feel solid,pos
2484,791.0,280.0,31.0,6.0,car,right,pos
2485,,280.0,31.0,6.0,car,grand touring,pos
2486,,280.0,31.0,6.0,car,comfortable,pos
2487,,280.0,31.0,6.0,car,luxurious,pos
2488,,280.0,31.0,6.0,inside,everything make feel special,pos
2489,,280.0,31.0,6.0,inside,nice touch,pos
2490,792.0,280.0,32.0,2.0,event,great,neg
2491,,280.0,32.0,2.0,wood grain,really bad,neg
2492,,280.0,32.0,2.0,steering wheel,really bad,neg
2493,,280.0,32.0,2.0,inside,crazy,neg
2494,,280.0,32.0,2.0,inside,comfortable,pos
2495,793.0,280.0,33.0,3.0,car,comfortable,pos
2496,,280.0,33.0,3.0,car,comfortable big guy,pos
2497,794.0,281.0,1.0,6.0,car,sexy,pos
2498,,281.0,1.0,6.0,car,magical,pos
2499,,281.0,1.0,6.0,door,two,neu
2500,,281.0,1.0,6.0,door,lengthen,neu
2501,,281.0,1.0,6.0,car,sexy two door,neu
2502,795.0,281.0,2.0,1.0,car,longer,neu
2503,,281.0,2.0,1.0,car,wider,neu
2504,,281.0,2.0,1.0,belt line,new,pos
2505,,281.0,2.0,1.0,belt line,run entire length,pos
2506,,281.0,2.0,1.0,shape,sexy coke bottle,pos
2507,,281.0,2.0,1.0,design,ground,neu
2508,,281.0,2.0,1.0,design,share many component sedan,neu
2509,,281.0,2.0,1.0,wheelbase,length,neu
2510,,281.0,2.0,1.0,seating,lower,neu
2511,796.0,281.0,3.0,4.0,styling,unique,pos
2512,,281.0,3.0,4.0,car,feel like put together one solid piece,pos
2513,797.0,281.0,4.0,0.0,drive,wheel,pos
2514,,281.0,4.0,0.0,snow,great place plenty snow,pos
2515,798.0,281.0,5.0,1.0,-,-,-
2516,799.0,281.0,6.0,4.0,air suspension,change way drive,neu
2517,,281.0,6.0,4.0,sport suspension,firm,neu
2518,,281.0,6.0,4.0,steering,bit faster,pos
2519,,281.0,6.0,4.0,steering,precise,pos
2520,,281.0,6.0,4.0,sport suspension,widely inactive car,pos
2521,800.0,281.0,7.0,0.0,exhaust note,grunt,pos
2522,801.0,281.0,8.0,6.0,car,luxury,pos
2523,802.0,281.0,9.0,4.0,comfort,sit back,pos
2524,,281.0,9.0,4.0,comfort,put head back,pos
2525,,281.0,9.0,4.0,comfort,cruise street,pos
2526,,281.0,9.0,4.0,window,panoramic,pos
2527,,281.0,9.0,4.0,feel,kind sexy,pos
2528,,281.0,9.0,4.0,car,footloose,pos
2529,,281.0,9.0,4.0,car,free,pos
2530,803.0,281.0,10.0,2.0,steering wheel,flat bottom,neu
2531,,281.0,10.0,2.0,car,sporting ambition,neu
2532,,281.0,10.0,2.0,car,grand touring,neu
2533,804.0,281.0,11.0,3.0,inside,sense private space,pos
2534,,281.0,11.0,3.0,seat,ultimately adjustable,pos
2535,,281.0,11.0,3.0,seat,best business adjustment,pos
2536,,281.0,11.0,3.0,seat adjustment,easy use,pos
2537,,281.0,11.0,3.0,seating position,comfortable,pos
2538,805.0,281.0,12.0,2.0,design,lot attention focused,pos
2539,,281.0,12.0,2.0,trim,wood,neu
2540,,281.0,12.0,2.0,design,nice flowing line,pos
2541,,281.0,12.0,2.0,material,"very, high quality",pos
2542,806.0,281.0,13.0,3.0,room,would expect,pos
2543,,281.0,13.0,3.0,comfort,would expect,pos
2544,,281.0,13.0,3.0,practicality,everyday except back,neg
2545,,281.0,13.0,3.0,back,little bit smaller,neu
2546,,281.0,13.0,3.0,size,smaller,neu
2547,,281.0,13.0,3.0,door,two,neu
2548,,281.0,13.0,3.0,headroom,little bit le,neg
2549,,281.0,13.0,3.0,seat,retracts way,neg
2550,,281.0,13.0,3.0,seat verdict,I fit,neg
2551,,281.0,13.0,3.0,leg room,far good,pos
2552,,281.0,13.0,3.0,seat,automatically move forward,pos
2553,807.0,281.0,14.0,1.0,handle,easy use,pos
2554,808.0,281.0,15.0,3.0,back,tight,neg
2555,809.0,281.0,16.0,2.0,car,practical,pos
2556,810.0,281.0,17.0,1.0,rear seat,split folding 40 2040,pos
2557,,281.0,17.0,1.0,rear seat,usable,pos
2558,811.0,281.0,18.0,3.0,-,-,-
2559,812.0,281.0,19.0,4.0,car,sporty,pos
2560,,281.0,19.0,4.0,car,fast,pos
2561,,281.0,19.0,4.0,character,relaxed gran tour,pos
2562,813.0,281.0,20.0,7.0,-,-,-
2563,814.0,281.0,21.0,4.0,steering,electric,neu
2564,,281.0,21.0,4.0,steering,lost tactile feel actual road surface,neg
2565,,281.0,21.0,4.0,steering,hard feel tire,neg
2566,815.0,281.0,22.0,2.0,tail light,dramatic,pos
2567,816.0,281.0,23.0,9.0,light,full wraparound led,neu
2568,817.0,281.0,24.0,2.0,Mercedes-Benz star,prominent visuals,pos
2569,818.0,281.0,25.0,9.0,car,solid,pos
2570,819.0,281.0,26.0,6.0,car,comfortable,pos
2571,,281.0,26.0,6.0,car,confidence inspiring,pos
2572,,281.0,26.0,6.0,car,even sexy,pos
2573,820.0,281.0,27.0,6.0,-,-,-
2574,821.0,282.0,1.0,7.0,-,-,-
2575,822.0,282.0,2.0,6.0,-,-,-
2576,823.0,282.0,3.0,7.0,-,-,-
2577,824.0,282.0,4.0,0.0,engine,hand built,pos
2578,,282.0,4.0,0.0,drive,four wheel,pos
2579,,282.0,4.0,0.0,0 60,craziest number,pos
2580,,282.0,4.0,0.0,speed,lot,pos
2581,,282.0,4.0,0.0,money,lot,neg
2582,825.0,282.0,5.0,6.0,roader,really good,pos
2583,826.0,282.0,6.0,0.0,vehicle,military,neu
2584,,282.0,6.0,0.0,horsepower,small,neg
2585,,282.0,6.0,0.0,car,sport,pos
2586,827.0,282.0,7.0,2.0,car,retro,neu
2587,,282.0,7.0,2.0,look,similar first generation,pos
2588,,282.0,7.0,2.0,look,completely utterly new,pos
2589,828.0,282.0,8.0,9.0,-,-,-
2590,829.0,282.0,9.0,2.0,vehicle,famous,pos
2591,,282.0,9.0,2.0,vehicle,iconic,pos
2592,,282.0,9.0,2.0,body,vault like construction,pos
2593,830.0,282.0,10.0,9.0,-,-,-
2594,831.0,282.0,11.0,2.0,vehicle everything else,completely new,pos
2595,832.0,282.0,12.0,0.0,outside,simple,pos
2596,833.0,282.0,13.0,2.0,road,pretty worthy,pos
2597,,282.0,13.0,2.0,look,road worthy,pos
2598,834.0,282.0,14.0,9.0,-,-,-
2599,835.0,282.0,15.0,2.0,wheel,unusual,pos
2600,,282.0,15.0,2.0,wheel,kind blacked,pos
2601,,282.0,15.0,2.0,midnight edition,really hot,pos
2602,,282.0,15.0,2.0,vehicle,gone old school,pos
2603,,282.0,15.0,2.0,vehicle,match bull bar,pos
2604,,282.0,15.0,2.0,vehicle,like,pos
2605,836.0,282.0,16.0,3.0,inside,biggest difference,pos
2606,,282.0,16.0,3.0,inside,lot bigger,pos
2607,,282.0,16.0,3.0,car,five inch wider,pos
2608,,282.0,16.0,3.0,car,two inch longer,pos
2609,837.0,282.0,17.0,1.0,infotaintment system,latest,pos
2610,,282.0,17.0,1.0,infotaintment system,greatest,pos
2611,838.0,282.0,18.0,2.0,event,wonderful,pos
2612,,282.0,18.0,2.0,event,elegant,pos
2613,839.0,282.0,19.0,1.0,center section,let change driving dynamic,pos
2614,,282.0,19.0,1.0,center section,let change offroad ability,pos
2615,840.0,282.0,20.0,0.0,exhaust note,changing,pos
2616,,282.0,20.0,0.0,exhaust note,favorite feature,pos
2617,,282.0,20.0,0.0,exhaust,butterfly valve,neu
2618,,282.0,20.0,0.0,exhaust,cab loud quiet,pos
2619,841.0,282.0,21.0,3.0,backseat,biggest,pos
2620,,282.0,21.0,3.0,backseat,extra space,pos
2621,,282.0,21.0,3.0,headroom,plenty,pos
2622,,282.0,21.0,3.0,knee room,plenty,pos
2623,842.0,282.0,22.0,9.0,sunroof,full size,neg
2624,843.0,282.0,23.0,7.0,-,-,-
2625,844.0,282.0,24.0,1.0,headliner,pretty elegant,pos
2626,,282.0,24.0,1.0,headliner,super kush,pos
2627,,282.0,24.0,1.0,headliner,almost velour like,pos
2628,845.0,282.0,25.0,4.0,vehicle,body frame,neu
2629,,282.0,25.0,4.0,road,goodness,pos
2630,,282.0,25.0,4.0,car,fast,pos
2631,,282.0,25.0,4.0,car,road worthy,pos
2632,,282.0,25.0,4.0,car,small horse,neu
2633,846.0,282.0,26.0,4.0,suspension,front,neu
2634,,282.0,26.0,4.0,right road,much controllable,pos
2635,,282.0,26.0,4.0,right road,much compliant,pos
2636,847.0,282.0,27.0,0.0,power,much chasis,pos
2637,848.0,282.0,28.0,4.0,front suspension,independent,pos
2638,,282.0,28.0,4.0,construction technique,much mordern,pos
2639,,282.0,28.0,4.0,shape,breadbox,neu
2640,,282.0,28.0,4.0,drive,much better,pos
2641,,282.0,28.0,4.0,turn,swallow around,pos
2642,,282.0,28.0,4.0,car,ability go drive around world,pos
2643,,282.0,28.0,4.0,car,ability keep fastest sport car,pos
2644,849.0,282.0,29.0,2.0,price,cost lot,neg
2645,,282.0,29.0,2.0,car,worth lot,pos
2646,850.0,282.0,30.0,0.0,vehicle,al status,neu
2647,851.0,282.0,31.0,4.0,offroad,ultimately capable,pos
2648,,282.0,31.0,4.0,offroad,could,pos
2649,,282.0,31.0,4.0,offroad,part huge appeal,pos
2650,852.0,282.0,32.0,0.0,-,-,-
2651,853.0,282.0,33.0,6.0,car,real truck,neu
2652,854.0,282.0,34.0,7.0,price,even expensive,pos
2653,,282.0,34.0,7.0,car,dream,pos
2654,855.0,282.0,35.0,4.0,0 60 time,crazy,pos
2655,856.0,282.0,36.0,7.0,-,-,-
2656,857.0,282.0,37.0,6.0,-,-,-
2657,858.0,282.0,38.0,0.0,-,-,-
2658,859.0,283.0,1.0,2.0,look,gorgeous,pos
2659,,283.0,1.0,2.0,look,good,pos
2660,,283.0,1.0,2.0,look,never seen good one,pos
2661,,283.0,1.0,2.0,car,sculpted,pos
2662,,283.0,1.0,2.0,car,beautifully built,pos
2663,860.0,283.0,2.0,6.0,horsepower,quite enough,neg
2664,,283.0,2.0,6.0,weight,two ton,neu
2665,,283.0,2.0,6.0,car,fastlane,neu
2666,861.0,283.0,3.0,4.0,-,-,-
2667,862.0,283.0,4.0,8.0,cruise control,stupid,neg
2668,863.0,283.0,5.0,3.0,rear row seat,problem,neg
2669,,283.0,5.0,3.0,size,"really , really , really , really small",neg
2670,864.0,283.0,6.0,3.0,minivan,stupid,neg
2671,,283.0,6.0,3.0,driving car,best,pos
2672,,283.0,6.0,3.0,car,fast lane,pos
2673,,283.0,6.0,3.0,backseat room,1/3 seat,neu
2674,865.0,283.0,7.0,6.0,-,-,-
2675,866.0,283.0,8.0,6.0,-,-,-
2676,867.0,284.0,1.0,6.0,-,-,-
2677,868.0,284.0,2.0,0.0,-,-,-
2678,869.0,284.0,3.0,6.0,-,-,-
2679,870.0,284.0,4.0,6.0,-,-,-
2680,871.0,284.0,5.0,6.0,road,gorgeous,pos
2681,,284.0,5.0,6.0,road,phenomenal,pos
2682,,284.0,5.0,6.0,road,spectacular,pos
2683,872.0,284.0,6.0,4.0,-,-,-
2684,873.0,284.0,7.0,0.0,-,-,-
2685,874.0,284.0,8.0,4.0,car,amazing,pos
