,Unnamed: 0,id,segment_id,aspect,opinion,sentiment
6331,2615,175,19,car,super silent,pos
6332,,175,19,car,very eerie,neu
6333,,175,19,car,intelligent,pos
6334,,175,19,car,very fuel efficient,pos
6335,,175,19,car,very green,pos
6336,2616,175,20,steering,light,pos
6337,,175,20,drive,easy,pos
6338,2617,175,21,seating,lower,neu
6339,,175,21,center,a lot more hugging,pos
6340,,175,21,center,really really nice,pos
6341,,175,21,center console,really high,pos
6342,,175,21,armrest,really nice,pos
6343,,175,21,cup holder,isn't compromise,neu
6344,2618,175,22,gear selector,like,pos
6345,,175,22,gear selector,great,pos
6346,2619,175,23,sport mode,everything turns red,neu
6347,,175,23,sport mode,livens everything up,pos
6348,,175,23,steering,quite light,pos
6349,,175,23,power,instant,pos
6350,,175,23,steering (sports mode),stiffened up a little,neu
6351,2620,175,24,car,very very quick,pos
6352,,175,24,exhaust systems,sounds amazing,pos
6353,,175,24,sound,feel like it is playing from inside,neg
6354,,175,24,sound,really really cool,pos
6355,2621,175,25,sound,good,pos
6356,,175,25,outside,looks amazing,pos
6357,2622,175,26,paddles,really fast,pos
6358,,175,26,car,reallyreally good,pos
6359,,175,26,gear,quite selective,neu
6360,2623,175,27,gear selection,little bit annoying,neg
6361,,175,27,drive,doesn't let you completely how you want,neg
6362,2624,175,28,car,cool,pos
6363,,175,28,looks,so futuristic,pos
6364,,175,28,car,normal,pos
6365,2625,175,29,car,very very special,pos
6366,,175,29,car,favorite,pos
6367,,175,29,car,one of the coolest,pos
6368,,175,29,practicality,Biggest Wow,pos
6369,,175,29,usablility,Biggest Wow,pos
6370,,175,29,daily use,Biggest Wow,pos
6371,2626,175,30,technology,absolute animal,pos
6372,,175,30,camera,can watch yourself driving along like Grand Theft Auto,pos
6373,2627,175,31,-,-,-
6374,2628,175,32,handling,so good,pos
6375,,175,32,steering,little bit lighter on low speeds,pos
6376,,175,32,car,absolute treat,pos
6377,,175,32,track,love,pos
6378,,175,32,speed,speed limits even round around about,pos
6379,,175,32,corners,flat around corners,pos
6380,,175,32,sport mode,hardens up,pos
6381,,175,32,sport mode,supercar rival,pos
6382,2629,175,33,car,concept,neu
6383,,175,33,car,practical,pos
6384,2630,175,34,car,really robust,pos
6385,,175,34,car,fun,pos
6386,,175,34,corners,can thrash it around a little bit,pos
6387,2631,175,35,reliability,German,pos
6388,,175,35,car,put together properly,pos
6389,,175,35,car,looks awesome,pos
6390,2632,175,36,doors,awesome,pos
6391,2633,175,37,performance,awesome,pos
6392,2634,175,38,looks,people get gobsmacked,pos
6393,2635,175,39,-,-,-
6394,2636,175,40,-,-,-
6395,2637,175,41,-,-,-
6396,2638,175,42,-,-,-
6397,2639,175,43,-,-,-
6398,2640,177,1,-,-,-
6399,2641,177,2,comfort mode,relaxes,pos
6400,,177,2,drive,very comfortable,pos
6401,,177,2,comfort mode,makes me happy,pos
6402,2642,177,3,comfort mode,softens everything,pos
6403,,177,3,technology,mordern,pos
6404,,177,3,technology,helps move around the town,pos
6405,,177,3,bonnet,big,pos
6406,,177,3,low speed,car feels big,neu
6407,,177,3,high speed motorways,car seems to shrink,pos
6408,,177,3,driving experience,little more enjoyable,pos
6409,,177,3,car,crazy wide,pos
6410,2643,177,4,driving,not as intimidating as looks from outside,pos
6411,,177,4,car,very good city cruiser,pos
6412,,177,4,start stop,great,pos
6413,,177,4,fuel economy,helps,pos
6414,2644,177,5,-,-,-
6415,2645,177,6,-,-,-
6416,2646,177,7,-,-,-
6417,2647,177,8,sports plus,little bit more agressive,pos
6418,,177,8,sports plus,feels like thunder,pos
6419,2648,177,9,exhaust,fantastic,pos
6420,,177,9,sound,like thunder on the crackles,pos
6421,,177,9,sound,lightning,pos
6422,,177,9,power,instant,pos
6423,,177,9,drive,rear wheel,pos
6424,,177,9,sound,rumbling,neu
6425,2649,177,10,steering,relatively live,pos
6426,2650,177,11,car,crazy crazy sports,pos
6427,2651,177,12,drive,very easy,pos
6428,,177,12,car,easy to live with,pos
6429,,177,12,town,very manageable,pos
6430,,177,12,car,pretty amazing,pos
6431,,177,12,car,calculates your driving style,pos
6432,2652,177,13,-,-,-
6433,2653,177,14,-,-,-
6434,2654,177,15,gearbox,so good,pos
6435,,177,15,gearbox,never gets wrong,pos
6436,2655,177,16,-,-,-
6437,2656,177,17,car,put smile on my face,pos
6438,,177,17,drive,easy every single day,pos
6439,2657,177,18,-,-,-
6440,2658,177,19,engine,love,pos
6441,,177,19,interior,love more than exterior,pos
6442,2659,177,20,car,goes sideways a lot,neg
6443,,177,20,drive,rear wheel,neu
6444,,177,20,body,oversteer,neg
6445,,177,20,car,perfect european cruiser,pos
6446,2660,177,21,-,-,-
6447,2661,177,22,miles,effortlessy,pos
6448,,177,22,comfort,no body pain,pos
6449,,177,22,comfort,no back pain,pos
6450,2662,177,23,cruise control,phenomenal,pos
6451,2663,177,24,-,-,-
6452,2664,177,25,roof,carbon,neu
6453,2665,177,26,specifications,pretty good,pos
6454,,177,26,seats,sport,pos
6455,,177,26,seats,bucket,pos
6456,2666,177,27,exterior,little bit more aggressive,neg
6457,,177,27,side,some scars,neg
6458,,177,27,front,splitter,neg
6459,,177,27,looks,not good,neg
6460,2667,177,28,-,-,-
6461,2668,177,29,-,-,-
6462,2669,177,30,-,-,-
6463,2670,177,31,-,-,-
6464,2671,177,32,price,an absolute bargain,pos
6465,2672,177,33,car,love,pos
6466,2673,177,34,car,incredibly easy,pos
6467,,177,34,car,incredibly comfortable,pos
6468,,177,34,car,not stressful,pos
6469,,177,34,car,makes me very.very happy,pos
6470,,177,34,car,very excited,pos
6471,2674,178,1,car,huge fan,pos
6472,,178,1,Mercedes A class,love,pos
6473,,178,1,car,hot hatch,pos
6474,,178,1,drive,four wheel,neu
6475,,178,1,power,could really put down,pos
6476,2675,178,2,buttons,everywhere,neu
6477,,178,2,design,really quite well,pos
6478,,178,2,interior,love,pos
6479,,178,2,buittons,lots of,neu
6480,2676,178,3,passenger seat,electric,neu
6481,2677,178,4,steering,beautifully designed,pos
6482,,178,4,steering,absolutely love gripping,pos
6483,,178,4,steering,thick,pos
6484,,178,4,steering,lovely Alcantar orbits,pos
6485,,178,4,Alcantar,love,pos
6486,,178,4,steering,similar to AMG GTS steering wheel,neu
6487,2678,178,5,start up,awesome,pos
6488,,178,5,start up,cracked,pos
6489,2679,178,6,satellite navigation,taking a little while to set up,neg
6490,,178,6,car,very  very  very  very sporty,pos
6491,,178,6,drive,four wheel,neu
6492,,178,6,car,bit of an animal,pos
6493,2680,178,7,drive,very easy,pos
6494,,178,7,drive,very similar to automatic car,neu
6495,2681,178,8,drive,easy,pos
6496,,178,8,drive,lazy,pos
6497,,178,8,car,built for the city,pos
6498,,178,8,car,hot hatch,pos
6499,,178,8,power,enough,pos
6500,,178,8,car,awesome awsome little package,pos
6501,,178,8,car,little bit too curvy,neg
6502,,178,8,Mercedes,love,pos
6503,2682,178,9,grip,incredible,pos
6504,,178,9,grip,amazing,pos
6505,,178,9,gear shift,seamless,pos
6506,2683,178,10,engine,really prominent,neu
6507,,178,10,engine,really hear,neu
6508,2684,178,11,road noise,quite a lot,neg
6509,,178,11,road noise,really really quite intrusive,neg
6510,2685,178,12,suspension,not that bad,neg
6511,2686,178,13,exterior,looks like a real racecar,pos
6512,,178,13,drive,quite enjoyable,pos
6513,,178,13,drive,doesn't break your back,pos
6514,2687,178,14,seats,sport,neu
6515,,178,14,seats,really really comfortable,pos
6516,,178,14,seats,very good,pos
6517,,178,14,seats,good,pos
6518,2688,178,15,steering (sports),a lot heavier,pos
6519,,178,15,steering (sports),nice,pos
6520,,178,15,corner,really really good feel,pos
6521,,178,15,understeer,not much,pos
6522,,178,15,crackles,lovely,pos
6523,,178,15,suspension(sport),firms up,neu
6524,,178,15,throttle (sport),a lot more respponsive,pos
6525,2689,178,16,exhaust,antisocial crackle,pos
6526,,178,16,exhaust,fantastic,pos
6527,,178,16,sound,crocs,pos
6528,,178,16,sound,pops,pos
6529,,178,16,sound,crackles,pos
6530,,178,16,gear change,mild,neu
6531,2690,178,17,crackles,lovely,pos
6532,2691,178,18,car,quite antisocial,neg
6533,,178,18,drive,so much fun,pos
6534,,178,18,power,manageable,pos
6535,,178,18,power,great,pos
6536,,178,18,corner,love,pos
6537,2692,178,19,hot hatch package,love,pos
6538,,178,19,size,love,pos
6539,,178,19,power,love,pos
6540,2693,178,20,-,-,-
6541,2694,178,21,technology,brand new,pos
6542,,178,21,price,sounds like a lot of money,neu
6543,2695,178,22,-,-,-
6544,2696,178,23,inside,awesome,pos
6545,,178,23,seating,very very comfortable,pos
6546,,178,23,drive,very very easy,pos
6547,2697,178,24,back,so much space,pos
6548,2698,178,25,back,so much room,pos
6549,2699,178,26,legroom,actual,pos
6550,,178,26,ferry three,easy,pos
6551,,178,26,back,as big as a bloody Range Rover,pos
6552,2700,178,27,accelerating in comfort mode,so quick,pos
6553,,178,27,accelerating in comfort mode,feels really quick,pos
6554,,178,27,accelerating in comfort mode,awesome,pos
6555,2701,178,28,cornering,thoroughly enjoyable,pos
6556,2702,178,29,price,get so much for your money,pos
6557,2703,178,30,car,practical,pos
6558,2704,178,31,boot,really big,pos
6559,2705,178,32,fuel,good,pos
6560,2706,178,33,car,practical,pos
6561,,178,33,car,family,pos
6562,,178,33,car,family,pos
6563,,178,33,car,practical,pos
6564,2707,178,34,-,-,-
6565,2708,178,35,car,fantastic,pos
6566,,178,35,exterior,slightly more understated,neg
6567,,178,35,interior,slightly classy,pos
6568,,178,35,interior,best,pos
6569,2709,178,36,car,fantastic,pos
6570,,178,36,car,love,pos
6571,,178,36,car,loads of fun,pos
6572,2710,178,37,sound,amazing on crackles,pos
6573,,178,37,sound,engineered,pos
6574,2711,178,38,sound,incredible,pos
6575,2712,179,1,-,-,-
6576,2713,179,2,-,-,-
6577,2714,179,3,engine,big,neu
6578,2715,179,4,car,super sedan,pos
6579,2716,179,5,exhaust,gonna scare children,neu
6580,2717,179,6,exhaust,looks aggressive,neu
6581,2718,179,7,led strip,led strip,pos
6582,,179,7,wheels,black,neu
6583,,179,7,wheels,multi-spoke,pos
6584,,179,7,wheels,look fantastic,pos
6585,2719,179,8,key last entry,favorite feature,pos
6586,,179,8,front,looks aggressive,pos
6587,,179,8,exhaust,real,pos
6588,,179,8,exhaust,looks fantastic,pos
6589,,179,8,view of the vehicle,favorite,pos
6590,2720,179,9,engine,handcrafted,pos
6591,,179,9,engine,incredible,pos
6592,2721,179,10,seat belts,beautiful,pos
6593,,179,10,seat belts,white,neu
6594,,179,10,seats,black,neu
6595,,179,10,seats,bolstered,pos
6596,,179,10,seats,multi adjustable,pos
6597,,179,10,seats,multi memory,pos
6598,,179,10,rear peasant blocker,absolute love,pos
6599,,179,10,lights,love,pos
6600,,179,10,lights,fade gently,pos
6601,2722,179,11,head unit,beautiful,pos
6602,,179,11,head unit,accented by chrome vents,neu
6603,,179,11,head unit,outdated looking,neg
6604,2723,179,12,infotaintment system,plentiful,pos
6605,,179,12,glovebox,extremely shallow,neg
6606,,179,12,glovebox,not plentiful,pos
6607,,179,12,storage,additional,pos
6608,,179,12,storage,everywhere,pos
6609,2724,179,13,trunk,exceedingly spacious,pos
6610,,179,13,tray,little,neu
6611,,179,13,trunk,very deep,pos
6612,,179,13,trunk,auto closing,pos
6613,2725,179,14,rear seats,little bit cramped,neg
6614,,179,14,knee room,three figners,neg
6615,,179,14,headroom,essentially none,neg
6616,,179,14,rear seats,doable for short period,neu
6617,2726,179,15,storage,more,neu
6618,,179,15,rear seats,can't store manu humans,neg
6619,,179,15,rear seats,can store a bunch of stuff,pos
6620,2727,179,16,cup holders,open in pretty cool way,pos
6621,2728,179,17,cameras,all over this car,pos
6622,2729,179,18,top down display,fantastic,pos
6623,,179,18,radio,fairly standard,neu
6624,,179,18,radio,not new,neu
6625,,179,18,nap screen,just fine,pos
6626,2730,179,19,-,-,-
6627,2731,179,20,gear selector,favorite,pos
6628,,179,20,logo,looks incredible,pos
6629,2732,179,21,bolsters,active,pos
6630,,179,21,seats,can adjust all sorts,pos
6631,,179,21,bolsters,hug you in turns,pos
6632,2733,179,22,steering wheel,beautiful,pos
6633,2734,179,23,-,-,-
6634,2735,179,24,-,-,-
6635,2736,179,25,steering,like,pos
6636,,179,25,gear selector,pretty cool,pos
6637,,179,25,gear selector,hollow,neu
6638,,179,25,logo,looks pretty,pos
6639,2737,179,26,engine,love,pos
6640,,179,26,exhaust note,love,pos
6641,,179,26,exhaust,barks,neu
6642,,179,26,sounds,big throaty,neu
6643,,179,26,sounds,absolutely fantastic,pos
6644,,179,26,car,muscle car,pos
6645,,179,26,car,great job,pos
6646,2738,179,27,seats,active boulders,pos
6647,,179,27,seats,bolsters,pos
6648,,179,27,bosters,nice,pos
6649,,179,27,sharp turn,really nice,pos
6650,2739,179,28,car,long,neu
6651,,179,28,car,not small,neu
6652,,179,28,seating position,very low,neu
6653,,179,28,performance,sport feel,neu
6654,,179,28,power,quite a bit,pos
6655,,179,28,sound,enthralled,pos
6656,,179,28,exhaust,visceral aggression,pos
6657,,179,28,suspension,adjustable,neu
6658,,179,28,dampers,adjustable,neu
6659,2740,179,29,speed shift transmission,lovely,pos
6660,,179,29,selector,lets you have control,pos
6661,2741,179,30,paddles,nice,pos
6662,,179,30,paddles,feel weel made,pos
6663,,179,30,paddles,feel very nice,pos
6664,2742,179,31,interior,high level quality,pos
6665,,179,31,interior,some components dated,neg
6666,,179,31,center console,little old,neg
6667,,179,31,cabin,exquisite,pos
6668,,179,31,cabin,love,pos
6669,,179,31,steering,beautiful,pos
6670,,179,31,steering,flat bottom,neu
6671,,179,31,steering,nice racing stripe,pos
6672,2743,179,32,bolsters,active,pos
6673,,179,32,suspension,tuned for sport,neu
6674,2744,179,33,-,-,-
6675,2745,179,34,car,more heavy,neu
6676,,179,34,car,more luxurious,pos
6677,,179,34,car,cruiser,neu
6678,,179,34,power,comes linearly,neu
6679,,179,34,engine,roars,neu
6680,,179,34,car,not quick,neu
6681,,179,34,car,not agile,neu
6682,,179,34,car,definitely got a lot of muscle,pos
6683,,179,34,experience,different,neu
6684,2746,179,35,engine,lots of,pos
6685,2747,179,36,-,-,-
6686,2748,179,37,-,-,-
6687,2749,179,38,-,-,-
6688,2750,179,39,turning,good stuff,pos
6689,2751,179,40,power,little bit of lag,neg
6690,,179,40,bolsters,start to hug you little bit,neu
6691,,179,40,power,comes on hard,neu
6692,,179,40,power,little bit of lag,neu
6693,,179,40,exhaust,sounds  fantastic,pos
6694,2752,179,41,-,-,-
6695,2753,179,42,-,-,-
6696,2754,179,43,-,-,-
6697,2755,179,44,-,-,-
6698,2756,179,45,car,just good,pos
6699,2757,179,46,car,comfortable,pos
6700,2758,179,47,looks,beautiful,pos
6701,2759,179,48,drive,fun,pos
6702,2760,179,49,drive,all sorts of power,pos
6703,,179,49,drive,aggression,pos
6704,,179,49,drive,emotion,pos
6705,2761,179,50,price,more,neg
6706,,179,50,refinement,more,pos
6707,,179,50,luxury,more,pos
6708,,179,50,cruising ablity,kind of,neu
6709,2762,179,51,car,fantastic,pos
6710,,179,51,car,lot of fun,pos
6711,,179,51,doors,practical,neu
6712,,179,51,seats,usable,neu
6713,,179,51,car,amazing,pos
6714,,179,51,value,decent,pos
6715,2763,179,52,-,-,-
6716,2764,179,53,-,-,-
6717,2765,180,1,looks,very sporty,pos
6718,2766,180,2,-,-,-
6719,2767,180,3,bonnet,quite asleep looking,neu
6720,,180,3,interior,pretty good,pos
6721,,180,3,outside,very sporty looking,pos
6722,,180,3,curves,drop down,neu
6723,2768,180,4,back,drops down,neg
6724,,180,4,window,narrow,neg
6725,,180,4,back,pretty useless,neg
6726,,180,4,curves,theive you out,neg
6727,,180,4,window,terrible,neg
6728,,180,4,front,curves down,neg
6729,,180,4,bonnet,can't judge length,neg
6730,,180,4,front curves,big issue,neg
6731,,180,4,wing mirror,curves down,neg
6732,,180,4,back,can't see,neg
6733,2769,180,5,pillar for leaning on window,too high up,neg
6734,,180,5,pillar,too high,neg
6735,,180,5,ceiling,too low,neg
6736,2770,180,6,mpg,very difficult to reach,neg
6737,2771,180,7,box,nice,pos
6738,,180,7,box,little,neg
6739,,180,7,box,handy,pos
6740,2772,180,8,display,hate,neg
6741,,180,8,display,in the right place,pos
6742,,180,8,display,nothing negative to say about,neu
6743,,180,8,display,bolted on the front,neu
6744,,180,8,display,very functional,neu
6745,2773,180,9,blowers,work very well,pos
6746,,180,9,air,works well,pos
6747,,180,9,AC,works well,pos
6748,,180,9,everything,works great,pos
6749,,180,9,inside,circulation,pos
6750,,180,9,speed control,pretty good,pos
6751,,180,9,temperature,pretty good,pos
6752,2774,180,10,design,nice,pos
6753,,180,10,everything,nice,pos
6754,2775,180,11,anti jacking,useful,pos
6755,,180,11,lock,automatic,neu
6756,2776,180,12,-,-,-
6757,2777,180,13,-,-,-
6758,2778,180,14,car,nice,pos
6759,,180,14,car,comfortable,pos
6760,,180,14,seal between the doors,very good,pos
6761,,180,14,noise,motorway,neg
6762,2779,180,15,general qualities,okay,neu
6763,,180,15,general qualities,not fantastic,neu
6764,2780,180,16,price,won't spend on this car,neg
6765,,180,16,car,nice looking,pos
6766,2781,180,17,car,fairly comfortable,pos
6767,2782,180,18,display,good,pos
6768,,180,18,holders,cups don't fit,neg
6769,2783,180,19,seats,ver good,pos
6770,,180,19,back,little bit tight,neg
6771,,180,19,family car,not buy,neg
6772,,180,19,everything,little bit tight,neg
6773,,180,19,boot,okay,neu
6774,2784,180,20,car,nice,pos
6775,,180,20,vision,issues,neg
6776,,180,20,engine,runs very well,pos
6777,2785,180,21,engine,pretty quick,pos
6778,,180,21,engine,not sluggish,pos
6779,,180,21,car,not sluggish,pos
6780,,180,21,engine,small,neg
6781,2786,180,22,-,-,-
6782,2787,180,23,look,nice,pos
6783,,180,23,look,nice for business use,pos
6784,2788,180,24,-,-,-
6785,2789,180,25,car,good,pos
6786,,180,25,steering,reliable,pos
6787,,180,25,car,good,pos
6788,,180,25,car,typical Mercedez-Benz,neu
6789,2790,181,1,car,fabulous,pos
6790,2791,181,2,drive,absolutely beautifully,pos
6791,2792,181,3,-,-,-
6792,2793,181,4,tires,really nice,pos
6793,,181,4,wheels,absolutely unmarked,pos
6794,,181,4,car,lovely condition,pos
6795,2794,181,5,interior,leather,neu
6796,,181,5,seats,electric,neu
6797,,181,5,interior,beautiful,pos
6798,,181,5,cover,nice,pos
6799,,181,5,cover,soft,pos
6800,2795,181,6,mileage,pretty normal,neu
6801,,181,6,servicing,good,pos
6802,,181,6,headlights,nice,pos
6803,,181,6,headlights,bright,pos
6804,,181,6,headlights,shiny,pos
6805,2796,181,7,command system,very important,neu
6806,2797,181,8,headlights,automatic,neu
6807,,181,8,windscreen,automatic,neu
6808,2798,181,9,two keys,very convenient,pos
6809,,181,9,car,lovely,pos
6810,,181,9,dials and buttons,immaculate condition,pos
6811,,181,9,screen,can pop,neu
6812,,181,9,button,work really really nice,pos
6813,,181,9,bluetooth,excellent,pos
6814,,181,9,system,lovely,pos
6815,,181,9,system,folds down nicely,pos
6816,,181,9,steering,multi-function,pos
6817,,181,9,steering buttons,quite deteriorated,neg
6818,2799,181,10,condition,superb,pos
6819,,181,10,car,excellent,pos
6820,,181,10,bumper,couple of marks,neg
6821,,181,10,car,two tiny little marks,neg
6822,,181,10,car,excellent,pos
6823,2800,181,11,leg room,nice amount,pos
6824,2801,181,12,boot,lovely,pos
6825,,181,12,boot,big,pos
6826,,181,12,condition,impeccable,pos
6827,2802,181,13,-,-,-
6828,2803,181,14,price,extremely good value for money,pos
6829,,181,14,handle,really well,pos
6830,,181,14,car,bullet proof,pos
6831,2805,183,1,-,-,-
6832,2806,183,2,-,-,-
6833,2807,183,3,-,-,-
6834,2808,183,4,room,very very,pos
6835,,183,4,back,ton of room,pos
6836,,183,4,front seats,very comfortable,pos
6837,,183,4,material,nice,pos
6838,,183,4,material,like,pos
6839,,183,4,arm rest,adjustable,neu
6840,,183,4,arm rest,like,pos
6841,,183,4,arm rest,very handy,pos
6842,,183,4,arm rest,very nice,pos
6843,,183,4,headroom,ton of,pos
6844,,183,4,headroom,super duper awesome,pos
6845,,183,4,seat,raises up,pos
6846,,183,4,noise,not so loud,neu
6847,,183,4,noise,can hear,neu
6848,,183,4,noise,absorbs,pos
6849,,183,4,back seat,military,neu
6850,,183,4,back seat,sit up straight,neu
6851,,183,4,back seat,mnot comfortable,neg
6852,2809,183,5,car,farm vehicle,neu
6853,,183,5,car,reliable,pos
6854,2810,183,6,lights,little,neu
6855,,183,6,warning,rdiculous,neg
6856,,183,6,playing music,fine,neu
6857,,183,6,radio,just fine,neu
6858,,183,6,SD card slot,little,neu
6859,2811,183,7,design,don't like,neg
6860,,183,7,design,not cool,neg
6861,2812,183,8,door handles,handy spot,pos
6862,,183,8,everything,handy,pos
6863,,183,8,cup holder,issue,neg
6864,,183,8,middle,no storage,neg
6865,2813,183,9,cup holder,garbage,neg
6866,,183,9,cup holder,on the dash,neg
6867,,183,9,cup holder,ridiculous,neg
6868,,183,9,cup holder,not cool,neg
6869,,183,9,cup holder,not fun,neg
6870,,183,9,cup holder,not like,neg
6871,,183,9,storage,plenty of,pos
6872,,183,9,compartment,little,neg
6873,,183,9,compartment,useless,neg
6874,2814,183,10,outside,rather attractive,neu
6875,,183,10,look,like,pos
6876,2815,183,11,window seal,rattled,neg
6877,,183,11,window seal,made awful noise,neg
6878,,183,11,noise,horrible,neg
6879,2816,183,12,-,-,-
6880,2817,183,13,get in and out -back,no problem,pos
6881,,183,13,get in and out -front,little bit of difficulty,neg
6882,,183,13,handle,way up,neg
6883,2818,183,14,battery,charge real quick,pos
6884,,183,14,battery location,makes no sense,neg
6885,2819,183,15,van lock,moderately annoying,neg
6886,,183,15,storage,plenty of,pos
6887,,183,15,storage,little locking mechanism,neu
6888,,183,15,veicle,utility,neu
6889,2820,183,16,van,functional,pos
6890,2821,183,17,vehicle,so long,neu
6891,,183,17,vehicle,so wide,neu
6892,,183,17,turn,tip in,neg
6893,,183,17,turn,one wheel would spend,neg
6894,,183,17,snow,not good,neg
6895,,183,17,snow,not drive,neg
6896,,183,17,cambre dirt road,stuck,neg
6897,2823,183,19,height,rake the top of van on trees,neg
6898,,183,19,seating,up high,pos
6899,,183,19,cockpit,huge,pos
6900,,183,19,windshield,gigantic,pos
6901,,183,19,view,awesome awesome,pos
6902,,183,19,visibility,super duper killer,pos
6903,,183,19,drive,awesome,pos
6904,,183,19,comfort,back didn't hurt,pos
6905,,183,19,comfort,butt didn't hurt,pos
6906,,183,19,see,really good,pos
6907,,183,19,magnifying glass,gigantic,pos
6908,2824,183,20,van,big,pos
6909,,183,20,windshield,big,pos
6910,2825,183,21,glass,cheaper,pos
6911,2826,183,22,-,-,-
6912,2827,183,23,car,very very comfortable,pos
6913,2828,183,24,visibility,very high,pos
6914,,183,24,fuel economy,very good,pos
6915,2829,183,25,car,very spacious,pos
6916,,183,25,room,lots of,pos
6917,,183,25,room,ton of,pos
6918,,183,25,floor,can wipe out,pos
6919,,183,25,windshield,rock magnet,neg
6920,2830,183,26,windshield,huge,pos
6921,2831,183,27,back seat,stiff,neg
6922,,183,27,back seat,not so comfortable,neg
6923,,183,27,back seat,so uncomfortable,neg
6924,,183,27,back seat,too stiff,neg
6925,,183,27,back seat,sit upright,neu
6926,2832,183,28,car,gets stuck on wet banana peel,neg
6927,,183,28,car,doesn't flex enough,neg
6928,,183,28,supension,doesn't flex enough,neg
6929,,183,28,car,spins on the wheel,neg
6930,,183,28,gravel road,very frustrating,neg
6931,,183,28,snow and ice,poor experience,pos
6932,,183,28,snow,not fun,neg
6933,,183,28,snow,not cool,neg
6934,,183,28,snow,very slippery,neg
6935,2833,183,29,car wash,big truck,neu
6936,,183,29,underneath coating,nice,pos
6937,,183,29,underneath coating,gooey,pos
6938,,183,29,underneath coating,sticky,pos
6939,2834,183,30,buy,absolutely,pos
6940,2835,183,31,van,love,pos
6941,2836,183,32,ride,love,pos
6942,,183,32,fuel economy,love,pos
6943,,183,32,reliability,love,pos
6944,2837,183,33,wheelbase,long,neu
6945,2838,183,34,car,high top van,neu
6946,,183,34,drive,four wheel,neu
6947,,183,34,cyliner,prone to leaking,neg
6948,,183,34,rear air conditioning,none,neg
6949,,183,34,rear air conditioning,not important,neg
6950,2839,183,35,van,great,pos
6951,,183,35,van,comfortable,pos
6952,,183,35,vehicle,high profile,pos
6953,,183,35,cup holders,absolutely horrible,neg
6954,,183,35,car,super duper awesome,pos
6955,2840,183,36,unlock,quite annoying,neg
6956,,183,36,unlock,quite annoying,neg
6957,2841,184,1,car,good looking,pos
6958,2842,184,2,look,pretty good,pos
6959,2843,184,3,headlights,good shape,pos
6960,,184,3,headlights,look good,pos
6961,,184,3,front bumpers,good shape,pos
6962,2844,184,4,grill,nice,pos
6963,,184,4,car,very clean,pos
6964,,184,4,runs,good,pos
6965,,184,4,runs,smooth,pos
6966,2845,184,5,tire rim,nice looking,pos
6967,,184,5,roof,sunroof,pos
6968,2846,184,6,back,looks very nice,pos
6969,,184,6,car,beautiful,pos
6970,,184,6,car,love,pos
6971,,184,6,car,solid,pos
6972,,184,6,car,last long time,pos
6973,,184,6,car,tough,pos
6974,,184,6,car,can take a beat,pos
6975,2847,184,7,car,got some weight,neu
6976,2848,184,8,rear end,look nice,pos
6977,,184,8,rear end,not bad at all,neu
6978,,184,8,leather,gray,neu
6979,,184,8,paint,clean,pos
6980,2849,184,9,-,-,-
6981,2850,184,10,leather,stone,neu
6982,,184,10,trim,wood,neu
6983,,184,10,seats,power,neu
6984,,184,10,seats,memory,neu
6985,,184,10,windows,power,neu
6986,,184,10,door locks,power,neu
6987,,184,10,car,good shape,pos
6988,,184,10,seat,little bit of wear,neg
6989,,184,10,leather,little cracking,neg
6990,,184,10,car,pretty solid,pos
6991,,184,10,interior,pretty heavy rip,neg
6992,2851,184,11,-,-,-
6993,2852,184,12,display screen,nice,pos
6994,,184,12,display screen,little,neg
6995,,184,12,leather,coming up a little bit,neg
6996,,184,12,car,older,neg
6997,2853,184,13,car,solid,pos
6998,,184,13,car,good,pos
6999,2854,186,1,car,sporty,pos
7000,,186,1,car,fun,pos
7001,2855,186,2,front,looking good,pos
7002,,186,2,headlights,look good,pos
7003,,186,2,logo,massive size,pos
7004,,186,2,logo,huge,pos
7005,,186,2,look,sporty,pos
7006,,186,2,look,expensive,pos
7007,,186,2,look,luxurious,pos
7008,,186,2,tires,look great,pos
7009,,186,2,tire,nice,pos
7010,,186,2,tire,not bad,neu
7011,,186,2,tire,plenty of tread,pos
7012,2856,186,3,mileage,really low,neg
7013,2857,186,4,-,-,-
7014,2858,186,5,-,-,-
7015,2859,186,6,-,-,-
7016,2860,186,7,sunroof,pretty nice,pos
7017,,186,7,warranty,little peace of mind,pos
7018,2861,186,8,body,great shape,pos
7019,,186,8,body,clean,pos
7020,,186,8,back tire,look good,pos
7021,,186,8,drive,rear wheel,neu
7022,2862,186,9,car,pretty sport,pos
7023,,186,9,car,little,neu
7024,,186,9,car,not too bad,neu
7025,2863,186,10,deck lid,little,neg
7026,,186,10,car,pretty,pos
7027,,186,10,top,hard,neu
7028,,186,10,top,convertible,neu
7029,,186,10,top,pretty sweet,pos
7030,2864,186,11,safety kit,little,neu
7031,,186,11,back,very clean,pos
7032,,186,11,back camera,none,neg
7033,,186,11,light,little,neu
7034,2865,186,12,car,so clean,pos
7035,,186,12,interior,kind of luxurious,neu
7036,2866,186,13,windows,clean,pos
7037,,186,13,windows,power,neu
7038,,186,13,seats,power,neu
7039,,186,13,stereo,nice,pos
7040,,186,13,car,pretty polished,pos
7041,,186,13,car,clean,neu
7042,,186,13,seats,great shape,pos
7043,,186,13,look,practically brand new,pos
7044,,186,13,wear,little,neg
