,Unnamed: 0,id,segment_id,aspect_lemmatized,opinion_lemmatized,sentiment
5491,,155,9,ride quality,absolutely zero issue,pos
5492,,155,9,ride,super smooth,pos
5493,,155,9,steering,nice,pos
5494,,155,9,steering,heavy,pos
5495,,155,9,steering,thick grip,neu
5496,2258,155,10,noise,insanely quiet,pos
5497,,155,10,noise,definitely issue,pos
5498,,155,10,car,quieter,pos
5499,2259,155,11,visibility,never issue,pos
5500,,155,11,back view,perfectly fine,pos
5501,,155,11,head display,helping keep eye road,pos
5502,2260,155,12,exterior,slightly revised,neu
5503,,155,12,headlight design,different,neu
5504,2261,155,13,laser light headlight,give max output light allowed,pos
5505,2262,155,14,laser light headlight,best illumination,pos
5506,2263,155,15,front grill,revised,neu
5507,,155,15,bumper,revised,neu
5508,,155,15,finish,black,neu
5509,,155,15,window surround,chrome,neu
5510,,155,15,window surround,black,neu
5511,2264,155,16,-,-,-
5512,2265,155,17,tail light design,revised,neu
5513,,155,17,tail light,look good,pos
5514,,155,17,tail light,look similar Lexus GS,neu
5515,2266,155,18,-,-,-
5516,2267,155,19,boot space,good bit,pos
5517,,155,19,fold receipt,good bit extra space,pos
5518,2268,155,20,legroom,little bit tight six foot,neg
5519,,155,20,legroom,comfortable,pos
5520,2269,155,21,rear passesngers,stay comfortable,neu
5521,2270,155,22,rear seat,heated,pos
5522,,155,22,front seat,adjustable,pos
5523,,155,22,front seat,memory setting,pos
5524,,155,22,front seat,heated,pos
5525,,155,22,front seat,ventilated,pos
5526,,155,22,seat,standard finish,neu
5527,2271,155,23,steering wheel,tilt,neu
5528,,155,23,steering wheel,telescopic,neu
5529,,155,23,steering,lether wraapped,neu
5530,,155,23,steering,heated,neu
5531,,155,23,steering,nice,pos
5532,2272,155,24,-,-,-
5533,2273,155,25,digital display,full,pos
5534,,155,25,digital gauge,high end,pos
5535,,155,25,digital gauge,techie,pos
5536,,155,25,digital gauge,absolutely love,pos
5537,2274,155,26,unoversal garage door opener,absolutely love,pos
5538,,155,26,headliner,standard,neu
5539,2275,155,27,roof,power moonroof,pos
5540,2276,155,28,moonroof,standard,neu
5541,,155,28,moonroof,high end finish,pos
5542,,155,28,leather,two tone,pos
5543,,155,28,leather,love,pos
5544,,155,28,leather,saddle brown,pos
5545,2277,155,29,-,-,-
5546,2278,155,30,sound system,hi fi,pos
5547,2279,155,31,-,-,-
5548,2280,155,32,sound system,nice,pos
5549,2281,155,33,rear view camera,leading safety,pos
5550,2282,155,34,-,-,-
5551,2283,155,35,-,-,-
5552,2284,155,36,gesture control,favourite,pos
5553,,155,36,gesture control,fun,pos
5554,2285,155,37,-,-,-
5555,2286,155,38,-,-,-
5556,2287,155,39,-,-,-
5557,2288,155,40,-,-,-
5558,2289,155,41,-,-,-
5559,2290,155,42,-,-,-
5560,2291,157,1,X1,BMW entry level SUV,neu
5561,2292,157,2,car,smallest SUV,neu
5562,,157,2,price,lot money,neg
5563,,157,2,car,nice,pos
5564,,157,2,price,lot money,neg
5565,2293,157,3,color,awesome blue,pos
5566,,157,3,trim (outside),blacked window,pos
5567,,157,3,trim (outside),looked sharp,pos
5568,,157,3,exterior,love,pos
5569,,157,3,car,sort classically handsome,pos
5570,,157,3,design,wonderful job,pos
5571,,157,3,design,simple,pos
5572,,157,3,design,age reallly well,pos
5573,,157,3,exterior design,point,pos
5574,,157,3,exterior design,fantastic,pos
5575,,157,3,interior,fantastic stitching,pos
5576,,157,3,interior,blue stitching everything,pos
5577,,157,3,stitching,phenominal,pos
5578,,157,3,stitching,love,pos
5579,,157,3,stitching,big big fan,pos
5580,,157,3,stitching,excited,pos
5581,,157,3,sttiching,favourite thing inside,pos
5582,,157,3,trim (inside),wood,neu
5583,,157,3,trim (inside),look really great,pos
5584,,157,3,trim (inside),really refined game,pos
5585,,157,3,trim (inside),add level sophistication,pos
5586,,157,3,control,piano black trim,neu
5587,,157,3,piano black trim,fingerprint show,neg
5588,,157,3,piano black trim,impossible keep clean,neg
5589,,157,3,piano black trim,disappointing,neg
5590,,157,3,steering,covered leather,pos
5591,,157,3,steering,feel pretty good touch,pos
5592,,157,3,steering,black stiching,neu
5593,,157,3,black stitching,disappointing,neg
5594,,157,3,seat,tri color logo,neu
5595,,157,3,tri color logo,super super cool,pos
5596,2294,157,4,seat,pretty comfortable,pos
5597,,157,4,inside,actually really spacious,pos
5598,2295,157,5,sunroof,really great,pos
5599,,157,5,sunroof,pretty cool,pos
5600,2296,157,6,backseat,super comfortable,pos
5601,,157,6,space,pretty good,pos
5602,,157,6,overall,pretty good,pos
5603,2297,157,7,interior,love exterior,neg
5604,,157,7,outside,really awesome,pos
5605,,157,7,interior,perfectly functional,pos
5606,,157,7,material,super super nice,pos
5607,,157,7,design,bit dated,neg
5608,,157,7,interior overall,solid job,pos
5609,,157,7,ambient lighting,cool job,pos
5610,,157,7,lighting,great,pos
5611,,157,7,lighting,sleek,pos
5612,,157,7,lighting,really cool,pos
5613,,157,7,traditional amber lighting,love,pos
5614,,157,7,amber lighting,much amber,pos
5615,,157,7,amber lighting,really cool,pos
5616,2298,157,8,cup holder,ergonamically unpleasent,neg
5617,,157,8,cup holder,far away,neg
5618,,157,8,cup holder,deep,pos
5619,2299,157,9,-,-,-
5620,2300,157,10,city driving,excellent engine,pos
5621,,157,10,torque,get much,pos
5622,,157,10,engine,effortless,pos
5623,,157,10,engine,easy,pos
5624,,157,10,driving town,really positive,pos
5625,,157,10,engine,plenty grunt,pos
5626,,157,10,speeding,get speed quickly,pos
5627,,157,10,engine,littlle unpowered speed,neg
5628,,157,10,speed,engine struggled bit,neg
5629,,157,10,low speed,lot grunt,pos
5630,2301,157,11,driver involvement,pretty disappointing,neg
5631,,157,11,seating,lot higher,pos
5632,,157,11,turn,much body roll,pos
5633,,157,11,steering,communicating real feedback,neg
5634,,157,11,steering,dusappointing,neg
5635,,157,11,driver involvement,feel,neg
5636,,157,11,driver focus,feel,neg
5637,,157,11,dynamic,really,neg
5638,,157,11,steering,electric,neu
5639,2302,157,12,-,-,-
5640,2303,157,13,-,-,-
5641,2304,157,14,car,great,pos
5642,2305,157,15,driver involvement,fall flat,neg
5643,,157,15,driver involvement,little disappointing,neg
5644,2306,157,16,car,cool,pos
5645,,157,16,experience,pleasantly surprised majorly,pos
5646,2307,159,1,-,-,-
5647,2308,159,2,-,-,-
5648,2309,159,3,drive system,wheel,neu
5649,,159,3,response,well,pos
5650,,159,3,steering sensitivity,well,pos
5651,2310,159,4,paddle shifter,love,pos
5652,2311,159,5,paddle shifter,lightning quick,pos
5653,,159,5,paddle shifter,fastest,pos
5654,,159,5,paddle shifter,insanely quick,pos
5655,,159,5,engine,plenty power,pos
5656,2312,159,6,-,-,-
5657,2313,159,7,brake,absolutely issue,pos
5658,,159,7,ride,smooth,pos
5659,,159,7,road condition,automatically adjusts height,pos
5660,,159,7,ride,comfortable,pos
5661,,159,7,ground clearence,better,pos
5662,,159,7,handling,better,pos
5663,,159,7,height,manually adjust,pos
5664,,159,7,ride,smoother,pos
5665,,159,7,suspension,high end setup,pos
5666,,159,7,suspension,nice,pos
5667,,159,7,control,really quite bit,pos
5668,2314,159,8,cabin,quiet,pos
5669,,159,8,noise,definitely issue,pos
5670,2315,159,9,steering,heaviest,pos
5671,,159,9,steering,good,pos
5672,2316,159,10,visibility,best,neg
5673,,159,10,headrest,impede visibility,neg
5674,2317,159,11,head display,better visibility,pos
5675,,159,11,head display,definitely nice,pos
5676,2318,159,12,-,-,-
5677,2319,159,13,front grill,larger,pos
5678,,159,13,beam,automatic high,neu
5679,2320,159,14,trim,satin aluminium,pos
5680,2321,159,15,roof rain,satin aluminium,neu
5681,,159,15,window surround,satin aluminium,neu
5682,,159,15,tire,run flat season,pos
5683,2322,159,16,design,interesting,pos
5684,2323,159,17,towing capacity,enough tow small boat,pos
5685,,159,17,towing capacity,good bit,pos
5686,2324,159,18,liftgate,pretty nice,pos
5687,,159,18,cargo area,power operated,pos
5688,,159,18,cargo area,best,pos
5689,,159,18,third row seat,folding,pos
5690,,159,18,second row seat,folding,pos
5691,,159,18,power folding,definitely convenient,pos
5692,,159,18,power folding,definitely pretty nice,pos
5693,,159,18,space,like,pos
5694,,159,18,space,beloved,pos
5695,2325,159,19,third row leg room,manage fit,pos
5696,,159,19,third row leg room,comfortable,neg
5697,2326,159,20,third row,individual moonroof,pos
5698,2327,159,21,-,-,-
5699,2328,159,22,-,-,-
5700,2329,159,23,second row legroom,enough,pos
5701,,159,23,second row roof,panomaric moon roof,pos
5702,,159,23,second row,lot amenity,pos
5703,,159,23,rear window shade,rear,neu
5704,,159,23,rear seat,heated,pos
5705,2330,159,24,front seat,power adjustable,neu
5706,,159,24,seat,lumbar support,pos
5707,,159,24,seat,memory setting,pos
5708,,159,24,upholsetry,sense tech finish,pos
5709,,159,24,front seat,heated,pos
5710,,159,24,luxury seating package,kind interesting,pos
5711,,159,24,luxury seating package,front ventilated,pos
5712,,159,24,luxury seating package,massaging function,pos
5713,,159,24,massaging function,best,pos
5714,,159,24,massaging function,driver passenger,pos
5715,2331,159,25,steering,power tilt,pos
5716,,159,25,steering,telescopic,pos
5717,,159,25,steering,leather wrapped,pos
5718,,159,25,steering,heated,pos
5719,,159,25,center arm rest,heated,pos
5720,,159,25,center arm rest,kind cool,pos
5721,,159,25,center arm rest,definitely nice,pos
5722,2332,159,26,-,-,-
5723,2333,159,27,-,-,-
5724,2334,159,28,key,pretty sweet,pos
5725,2335,159,29,-,-,-
5726,2336,159,30,interior quality,best,pos
5727,2337,159,31,-,-,-
5728,2338,159,32,shifter,finished Swarovski crystal,pos
5729,,159,32,shifter,definitely amazing,pos
5730,,159,32,volume knob,crystal finish,pos
5731,,159,32,engine start button,crystal finish,pos
5732,,159,32,circular dial,crystal finish,pos
5733,2339,159,33,roof,panomaric moon,neu
5734,,159,33,roof,nice,pos
5735,,159,33,panomaric moon,standard,neu
5736,2340,159,34,led lighting,pretty sweet,pos
5737,2341,159,35,-,-,-
5738,2342,159,36,trim,genuine wood,pos
5739,,159,36,trim,love,pos
5740,,159,36,finish,high end,pos
5741,,159,36,finish,definitely nice,pos
5742,2343,159,37,tech display,plenty way adjust,pos
5743,,159,37,apple carplay,pretty nice,pos
5744,,159,37,sound system,hi fi,pos
5745,,159,37,sound system,Harman Kardon,neu
5746,,159,37,Bowers Wilkins Diamond Surround sound system,favourite,pos
5747,2344,159,38,-,-,-
5748,2345,159,39,sound system,nice,pos
5749,,159,39,seat,plenty base,pos
5750,,159,39,seat,massage,neu
5751,,159,39,seat,definitely nice,pos
5752,,159,39,sound system,enough,pos
5753,,159,39,gesture control,pretty fun,pos
5754,2346,159,40,rear view camera,standard,neu
5755,,159,40,parking assisstant plus,help visibility,pos
5756,2347,159,41,-,-,-
5757,2348,160,1,-,-,-
5758,2349,160,2,-,-,-
5759,2350,160,3,-,-,-
5760,2351,160,4,-,-,-
5761,2352,160,5,paddle shifter,definitely lightning quick,pos
5762,2353,160,6,Acceleration,nice,pos
5763,2354,160,7,brake,ventilated,neu
5764,,160,7,braking field,absolutely issue,pos
5765,,160,7,heavy cornerying,little bit better traction,pos
5766,,160,7,rear differential,limited,neu
5767,2355,160,8,weight distribution,near 50 50,neu
5768,2356,160,9,steering,definitely heavier weight,neu
5769,2357,160,10,steering,mammoth rip,pos
5770,,160,10,steering,absolutely love,pos
5771,,160,10,steering,better feeling control,pos
5772,2358,160,11,quality,high,pos
5773,,160,11,bump,soak pretty well,pos
5774,2359,160,12,cabin noise,exhaust note,neu
5775,,160,12,cabin noise,like,pos
5776,,160,12,vehicle,smaller,neu
5777,2360,160,13,visibility,absolutely perfectly fine,pos
5778,,160,13,visibility,pretty decent,pos
5779,,160,13,top,narrow view,neu
5780,,160,13,top,little bit lower view,neu
5781,,160,13,car,smaller,neu
5782,,160,13,visibility,absolutely issue,pos
5783,2361,160,14,head display,keep eye road little bit better,pos
5784,2362,160,15,color,pine white,neu
5785,,160,15,pine white,standard,neu
5786,,160,15,front grill,distinctive,neu
5787,,160,15,front grill,look extremely good,pos
5788,2363,160,16,-,-,-
5789,2364,160,17,-,-,-
5790,2365,160,18,wheel,big,neu
5791,,160,18,wheel,gray,neu
5792,,160,18,wheel,alloy,neu
5793,,160,18,wheel design,plenty,neu
5794,,160,18,side mirror,power adjustable,neu
5795,2366,160,19,tail light,definitely look good,pos
5796,2367,160,20,-,-,-
5797,2368,160,21,-,-,-
5798,2369,160,22,front seat,power adjustable,neu
5799,,160,22,front seat,memory setting,neu
5800,,160,22,seat,distinctive sport,neu
5801,,160,22,seat,heated,neu
5802,2371,160,24,degital guage cluster,definitely look amazing,pos
5803,2372,160,25,overall interior quality,sense tech,neu
5804,,160,25,ambient lighting,definitely fan,pos
5805,2373,160,26,-,-,-
5806,2374,160,27,interior color choice,good bit,pos
5807,,160,27,interior color,like,pos
5808,,160,27,interior color,good contrast,pos
5809,2375,160,28,-,-,-
5810,2376,160,29,-,-,-
5811,2377,160,30,-,-,-
5812,2378,160,31,seat,almost massaging,pos
5813,,160,31,seat,definitely nice,pos
5814,,160,31,sound system,enough,pos
5815,,160,31,sound system,good bit base clarity,pos
5816,2379,160,32,rear view camera,lead safety,pos
5817,2380,160,33,cruise control,dynamic,pos
5818,,160,33,cruise control,definitely nice,pos
5819,,160,33,rear view mirror,auto dimming,neu
5820,2381,160,34,-,-,-
5821,2382,162,1,-,-,-
5822,2383,162,2,-,-,-
5823,2384,162,3,-,-,-
5824,2385,162,4,steering,heavier,neu
5825,,162,4,rpm,much higher level,neu
5826,,162,4,steering,like sport mode,pos
5827,2386,162,5,-,-,-
5828,2387,162,6,paddle shifter,lightning quick,pos
5829,,162,6,paddle shifter,absolutely love,pos
5830,,162,6,paddle shifter,plenty fast,pos
5831,,162,6,acceleration,impressive,pos
5832,,162,6,paddle shifter,insanely fast lightning,pos
5833,,162,6,paddle shifter,love,pos
5834,2388,162,7,braking field,definitely issue,neg
5835,,162,7,dynamic damper control,giving best world,pos
5836,,162,7,dynamic damper control,giving better handling,pos
5837,,162,7,dynamic damper control,t6ighten heavy cornering,pos
5838,,162,7,ride,comfortable,pos
5839,,162,7,ride,quite smooth,pos
5840,,162,7,ride,impressed,pos
5841,2389,162,8,-,-,-
5842,2390,162,9,two axle air suspension,much smoother ride,pos
5843,2391,162,10,cabin noise,whole lot outside noise coming,pos
5844,,162,10,cabin noise,quite loud,neg
5845,2392,162,11,visibility,see perfectly fine,pos
5846,,162,11,visibility,decent,pos
5847,,162,11,visibility,absolutely issue,pos
5848,2393,162,12,wheelbase,length grown,neu
5849,,162,12,wheelbase,width grown,neu
5850,2394,162,13,-,-,-
5851,2395,162,14,-,-,-
5852,2396,162,15,window surround,chrome,neu
5853,2397,162,16,-,-,-
5854,2398,162,17,-,-,-
5855,2399,162,18,power liftgate,definitely convenient,pos
5856,,162,18,second row,fold,neu
5857,,162,18,underfloor storage,quite bit well,pos
5858,2400,162,19,-,-,-
5859,2401,162,20,back,much base,pos
5860,,162,20,four zone climate control,pretty cool,pos
5861,2402,162,21,upholsetry,sense tech,pos
5862,,162,21,front seat,ventilated,pos
5863,,162,21,front seat,power adjustable,neu
5864,,162,21,front seat,lumbar,neu
5865,,162,21,front seat,memory,neu
5866,2403,162,22,luxury seating package,massaging seat,neu
5867,2404,162,23,steering,tilt,neu
5868,,162,23,steering,telescoping,neu
5869,,162,23,steering,leather wrapped,pos
5870,,162,23,steering,power adjustable,pos
5871,,162,23,steering,heated,pos
5872,,162,23,steering,evenly heated,pos
5873,2405,162,24,-,-,-
5874,2406,162,25,-,-,-
5875,2407,162,26,gauge display,favorite,pos
5876,,162,26,digital display,full,pos
5877,2408,162,27,executive tier,pretty sweet,pos
5878,,162,27,executive tier,soft clothes,neu
5879,,162,27,executive tier,automatic door,neu
5880,,162,27,executive tier,heated cooled cupholders,neu
5881,2409,162,28,finish,high end,pos
5882,,162,28,finish,wood,neu
5883,,162,28,finish,leather,neu
5884,,162,28,leather,two tone,neu
5885,,162,28,glove box latch,aluminium finish,neu
5886,,162,28,aluminium finish,big fan,pos
5887,2410,162,29,fit finish,interesting,neu
5888,,162,29,climate control location,enjoyed,pos
5889,,162,29,USB charging port,pretty cool,pos
5890,2411,162,30,tech display,favorite,neu
5891,2412,162,31,-,-,-
5892,2413,162,32,Bowers Wilkins Diamond Surround sound system,favourite,pos
5893,,162,32,turning volume index finger,love,pos
5894,2414,162,33,sound system,definitely nice,pos
5895,,162,33,sound system,Harman Kardon,neu
5896,,162,33,sound system,absolutely fine,pos
5897,2415,162,34,rain sensing windshield wiper,always nice,pos
5898,2416,162,35,-,-,-
5899,2417,162,36,-,-,-
5900,2418,162,37,-,-,-
5901,2419,162,38,-,-,-
5902,2420,162,39,-,-,-
5903,2421,163,1,-,-,-
5904,2422,163,2,-,-,-
5905,2423,163,3,power band,wide,neu
5906,,163,3,drive system,four wheel,neu
5907,,163,3,sedan,family,pos
5908,,163,3,0 60 time,ridiculous,pos
5909,,163,3,M5 competition,better,pos
5910,2424,163,4,drive mode,better personalize car liking,pos
5911,2425,163,5,paddle shifter,insanely quick,pos
5912,,163,5,paddle shifter,enough,pos
5913,,163,5,brake,controlling upfront,pos
5914,,163,5,braking field,absolutely issue,pos
5915,2426,163,6,exhaust crackle,absolutely amazing,pos
5916,2427,163,7,electronically controlled damper,best world,pos
5917,,163,7,adaptive suspension,best world,pos
5918,,163,7,road imperfection,read,pos
5919,,163,7,heavy cornering,tightening suspension,pos
5920,,163,7,road imperfection,smoother ride,pos
5921,2428,163,8,power,absolutely insane,pos
5922,,163,8,ride quality,bad,neu
5923,2429,163,9,bolster steering,absolutely gigantic,pos
5924,,163,9,bolster steering,lot thicker,pos
5925,,163,9,bolster steering,provide better feel hand,pos
5926,,163,9,bolster steering,better feeling control,pos
5927,,163,9,steering feel,heavier,pos
5928,,163,9,steering feel,nice,pos
5929,2430,163,10,cabin noise,lack,pos
5930,2431,163,11,cabin,quiet,pos
5931,2432,163,12,visibility,issue whatsoever,pos
5932,2433,163,13,head display,large,pos
5933,,163,13,head display,definitely nice,pos
5934,,163,13,head display,adjustable,pos
5935,2434,163,14,-,-,-
5936,2435,163,15,headlight,iconic,pos
5937,,163,15,headlight,adaptive,neu
5938,,163,15,headlight,full led,neu
5939,,163,15,beam,automatic,neu
5940,,163,15,beam,high,neu
5941,2436,163,16,-,-,-
5942,2437,163,17,-,-,-
5943,2438,163,18,side mirror,power folding,neu
5944,,163,18,side mirror,unique design,pos
5945,,163,18,side mirror,heated,neu
5946,,163,18,side mirror,like,pos
5947,2439,163,19,exhaust,favourite,pos
5948,,163,19,exhaust note,adjust,pos
5949,,163,19,exhaust system,pronounced,neu
5950,,163,19,exhaust system,pretty sweet,pos
5951,,163,19,sound,like performance car,pos
5952,2440,163,20,rear trunk,handsfree,neu
5953,2441,163,21,rear seat,ton added space,pos
5954,2442,163,22,rear seat,heated,pos
5955,2443,163,23,front seat,power adjustable,pos
5956,,163,23,support adjustment,shoulder,neu
5957,,163,23,support adjustment,thigh,neu
5958,,163,23,front seat,memory setting,pos
5959,,163,23,memory setting,couple different driver,pos
5960,2444,163,24,steering wheel,tilt,neu
5961,,163,24,steering wheel,telescoping,neu
5962,,163,24,steering wheel,leather wrapped,pos
5963,,163,24,steering wheel,heated,pos
5964,,163,24,bolster,pronounced,pos
5965,,163,24,bolster,absolutely loved,pos
5966,2445,163,25,key,heavy metal feel,neu
5967,2446,163,26,M5 designation within tachometer,good,pos
5968,,163,26,M5 designation within tachometer,small,neu
5969,,163,26,digital gauge cluster,fully digital,neu
5970,2447,163,27,finish,typical BMW fashion,neu
5971,,163,27,dashboard,sense tech,neu
5972,,163,27,leather,Marino,neu
5973,,163,27,interior trim,aluminium carbon,neu
5974,2448,163,28,-,-,-
5975,2449,163,29,climate control,touchscreen,neu
5976,,163,29,climate control,digital,neu
5977,,163,29,climate control,pretty cool,pos
5978,2450,163,30,-,-,-
5979,2451,163,31,display,high resolution,pos
5980,,163,31,display,pretty cool,pos
5981,2452,163,32,sound system,favorite,pos
5982,,163,32,ambient lighting,pretty intense,pos
5983,2453,163,33,sound system,definitely ton base,pos
5984,,163,33,sound system,crystal clear,pos
5985,,163,33,sound system,loudest,pos
5986,,163,33,sound system,absolutely amazing,pos
5987,,163,33,sound system,issue,pos
5988,2454,163,34,rear view camera,definitely impressive,pos
5989,,163,34,M5,lead safety,pos
5990,2455,163,35,-,-,-
5991,2456,165,1,-,-,-
5992,2457,165,2,-,-,-
5993,,165,2,seat,good level,pos
5994,2458,165,3,-,-,-
5995,2459,165,4,inside,luxurious feel,pos
5996,,165,4,dshboard,wooden effect,pos
5997,,165,4,wooden effect,add little bit classiness,pos
5998,2460,165,5,I drive system,easy use,pos
5999,,165,5,I drive system,Easy,pos
6000,2461,165,6,gearbox,amazing,pos
6001,,165,6,sport mode,throttle bit responsive,neu
6002,,165,6,Eco Pro mode,drive town,neu
6003,2462,165,7,climate control,individual,neu
6004,,165,7,bluetooth,like,pos
6005,,165,7,average speed,really good,pos
6006,,165,7,My Vehicle,like,pos
6007,2463,165,8,car,like,pos
6008,,165,8,car,practical,pos
6009,,165,8,get,really easy,pos
6010,2464,165,9,boot,electric,neu
6011,,165,9,boot,personal favourite,pos
6012,2465,165,10,-,-,-
6013,2466,165,11,paddle,flappy,neu
6014,2467,165,12,car,really good,pos
6015,2468,165,13,-,-,-
6016,2469,165,14,light,automatic,neu
6017,2470,165,15,button open boot,little,neu
6018,,165,15,button open boot,good little feature,pos
6019,2471,165,16,-,-,-
6020,2472,165,17,parking center switch,really good,pos
6021,,165,17,handbrake,electric,pos
6022,2473,165,18,-,-,-
6023,2474,165,19,boot,electronic,pos
6024,,165,19,boot,good,pos
6025,2475,165,20,seat,go forward individually,pos
6026,,165,20,boot,small,neg
6027,,165,20,boot,shallow,neg
6028,,165,20,storage underneath,feel quite flimsy,neg
6029,,165,20,storage underneath,exactly deep,neg
6030,,165,20,storage underneath,think hold much weight,neg
6031,,165,20,loading,low,neg
6032,,165,20,storage underneath,still work,neu
6033,2476,166,1,-,-,-
6034,2477,166,2,-,-,-
6035,2478,166,3,-,-,-
6036,2479,166,4,side,quite soft,neu
6037,,166,4,cell,little,neg
6038,,166,4,get,slide little easier,pos
6039,2480,166,5,-,-,-
6040,2481,166,6,interior,unlike car,neu
6041,2482,166,7,entertaintment system,system year,pos
6042,,166,7,entertaintment system,touch screen,neu
6043,2483,166,8,satnav,great,pos
6044,,166,8,satnav,easy use,pos
6045,,166,8,satnav,simple,pos
6046,,166,8,satnav,clever,pos
6047,2484,166,9,satnav,amazing,pos
6048,2485,166,10,steering wheel,soft tap,neu
6049,,166,10,steering wheel,absolutely fantastic,pos
6050,,166,10,steering,comfortable,pos
6051,,166,10,paddle,flappy,pos
6052,,166,10,wiper,automatic,neu
6053,,166,10,light,automatic,neu
6054,,166,10,Eco Pro,drive town,neu
6055,,166,10,start stop feature,clever clever feature,pos
6056,,166,10,car,absolutely fantastic,pos
6057,2486,166,11,storage,nice little bit,pos
6058,,166,11,storage,quite hidden,neu
6059,,166,11,storage,blend dash quarter,neu
6060,,166,11,cup holder,like,pos
6061,,166,11,tray,decent size,pos
6062,,166,11,tray,like,pos
6063,,166,11,tray,clever,pos
6064,,166,11,door bin,absolutely fantastic,pos
6065,,166,11,glove box,decent size,pos
6066,,166,11,tray storage,nice,pos
6067,,166,11,tray storage,little,neu
6068,,166,11,tray storage,fit quite thing,pos
6069,,166,11,storage,kind storage circle,neu
6070,2487,166,12,boot,absolutely brilliant,pos
6071,,166,12,height ground,fantastic,pos
6072,,166,12,back,quite lot room,pos
6073,,166,12,seat,electronic,pos
6074,,166,12,seat button,brilliant,pos
6075,,166,12,electronic,favorite,pos
6076,2488,166,13,-,-,-
6077,2489,166,14,drive,absolutely phenomenal,pos
6078,2490,166,15,drive,comfortable,pos
6079,,166,15,car,comfortable,pos
6080,,166,15,seat,heated,pos
6081,2491,166,16,bump,unbelievable,pos
6082,,166,16,bump,cruise,pos
6083,2492,166,17,war noise,feel like anything,neg
6084,2493,166,18,noise,absolutely brilliant,pos
6085,,166,18,car,love,pos
6086,,166,18,car,love,pos
6087,,166,18,car,unlike car,pos
6088,2494,166,19,feel,much luxurious,pos
6089,,166,19,car,nice,pos
6090,2495,166,20,long car,unbelievably comfortable,pos
6091,,166,20,everything,perfect,pos
6092,,166,20,car,amazing,pos
6093,,166,20,car,good,pos
6094,2496,166,21,-,-,-
6095,2497,166,22,-,-,-
6096,2498,166,23,-,-,-
6097,2499,168,1,first impression,pretty good,pos
6098,,168,1,car,pretty good,pos
6099,2500,168,2,-,-,-
6100,2501,168,3,-,-,-
6101,2502,168,4,TV chair,annoying,neg
6102,2503,168,5,-,-,-
6103,2504,168,6,car,dirty,neg
6104,2505,168,7,car,good,pos
6105,,168,7,engine,totally underpowered sometimes,neg
6106,,168,7,power delivery,free,pos
6107,,168,7,power delivery,linear,pos
6108,,168,7,car,quite heavy,neu
6109,,168,7,engine,small,neg
6110,,168,7,engine,Mini Cooper,neu
6111,,168,7,engine auto cut,annoying,neg
6112,,168,7,highway,car performer,neg
6113,2506,168,8,-,-,-
6114,2507,168,9,engine automatic switch,annoying,neg
6115,,168,9,car remember,annoying,neg
6116,2508,168,10,handling,amazing,pos
6117,,168,10,handling,precise,pos
6118,,168,10,steering,little le responsive,neg
6119,,168,10,steering feedback,little downside,neg
6120,,168,10,handling,really well,pos
6121,,168,10,roundabout,specially handle well,pos
6122,,168,10,wheelbase,shorter,neg
6123,,168,10,brake,softness,pos
6124,,168,10,brake,like,pos
6125,,168,10,brake pedal,soft,pos
6126,,168,10,car,really good,pos
6127,,168,10,car,really good,pos
6128,,168,10,pedal configuration,nice,pos
6129,2509,168,11,seating,nice,pos
6130,,168,11,seat,wish softer,neg
6131,,168,11,four people,easy,pos
6132,,168,11,fifth portion,really slim,neg
6133,,168,11,car,really quiet,pos
6134,,168,11,engine noise,pretty damn low,pos
6135,2510,168,12,engine,powerful,neg
6136,,168,12,price,affordable,pos
6137,2511,168,13,-,-,-
6138,2512,168,14,car,pretty,pos
6139,,168,14,view,amazing,pos
6140,2513,168,15,fuel tank,little bit tiny,neg
6141,,168,15,fuel tank,fill lot longer journey,neg
6142,,168,15,kilometre,give decent amount,neu
6143,,168,15,engine,tiny,neu
6144,,168,15,balance,really good,pos
6145,2514,168,16,-,-,-
6146,2515,168,17,car,really good,pos
6147,,168,17,price,budget car,pos
6148,2516,168,18,layout,good,pos
6149,,168,18,electronics,le,neu
6150,,168,18,electronics,pretty straightforward,pos
6151,2517,168,19,handling,pretty good,pos
6152,,168,19,car,good,pos
6153,2518,168,20,-,-,-
6154,2519,168,21,-,-,-
6155,2520,168,22,-,-,-
6156,2521,169,1,-,-,-
6157,2522,169,2,-,-,-
6158,2523,169,3,leather,black Nevada leather,neu
6159,,169,3,X5,titanium,neu
6160,2524,169,4,drive,wheel,neu
6161,2525,169,5,-,-,-
6162,2526,169,6,exhaust tip,bright,pos
6163,2527,169,7,-,-,-
6164,2528,169,8,-,-,-
6165,2529,169,9,Key,comfort access,neu
6166,2530,169,10,door lock,power,neu
6167,,169,10,window,power,neu
6168,,169,10,mirror,automatic,neu
6169,,169,10,mirror,dimming,neu
6170,,169,10,mirror,powerful,neu
6171,2531,169,11,door trim,satin silver,pos
6172,2532,169,12,seat,electronic,neu
6173,,169,12,seat,multi-function,neu
6174,,169,12,seat,memory,neu
6175,2533,169,13,seat,adjustable extenders,neu
6176,2534,169,14,cusions,comfort,neu
6177,2535,169,15,headlamp,automatic,neu
6178,2536,169,16,steering,tilt,neu
6179,,169,16,steering,telescopic,neu
6180,,169,16,steering,easy,pos
6181,,169,16,steering,power,neu
6182,2537,169,17,-,-,-
