,Unnamed: 0,id,segment_id,text,aspect,opinion,sentiment,,,,
3117,,288,10,"In here , you'd be hard pressed to find a classy or more stylish and more sporty interior than this . Audi S three's , especially with thes optional sport seats , really hug you in this flat bottom steering wheel , which is becoming a bit of a cliche , cause I reviewed it in a Nissan rogue of all places really does belong in this car . I love sitting in the front of this car . It's a great place to spend time , but I don't like Well , let me show you .",interior,more sporty,pos,,,,
3118,,288,10,"In here , you'd be hard pressed to find a classy or more stylish and more sporty interior than this . Audi S three's , especially with thes optional sport seats , really hug you in this flat bottom steering wheel , which is becoming a bit of a cliche , cause I reviewed it in a Nissan rogue of all places really does belong in this car . I love sitting in the front of this car . It's a great place to spend time , but I don't like Well , let me show you .",seat,sport,pos,,,,
3119,,288,10,"In here , you'd be hard pressed to find a classy or more stylish and more sporty interior than this . Audi S three's , especially with thes optional sport seats , really hug you in this flat bottom steering wheel , which is becoming a bit of a cliche , cause I reviewed it in a Nissan rogue of all places really does belong in this car . I love sitting in the front of this car . It's a great place to spend time , but I don't like Well , let me show you .",seat,really hug you,pos,,,,
3120,,288,10,"In here , you'd be hard pressed to find a classy or more stylish and more sporty interior than this . Audi S three's , especially with thes optional sport seats , really hug you in this flat bottom steering wheel , which is becoming a bit of a cliche , cause I reviewed it in a Nissan rogue of all places really does belong in this car . I love sitting in the front of this car . It's a great place to spend time , but I don't like Well , let me show you .",steering wheel,flat bottom,neu,,,,
3121,,288,10,"In here , you'd be hard pressed to find a classy or more stylish and more sporty interior than this . Audi S three's , especially with thes optional sport seats , really hug you in this flat bottom steering wheel , which is becoming a bit of a cliche , cause I reviewed it in a Nissan rogue of all places really does belong in this car . I love sitting in the front of this car . It's a great place to spend time , but I don't like Well , let me show you .",front seating,love,pos,,,,
3122,,288,10,"In here , you'd be hard pressed to find a classy or more stylish and more sporty interior than this . Audi S three's , especially with thes optional sport seats , really hug you in this flat bottom steering wheel , which is becoming a bit of a cliche , cause I reviewed it in a Nissan rogue of all places really does belong in this car . I love sitting in the front of this car . It's a great place to spend time , but I don't like Well , let me show you .",front seating,great place to spend time,pos,,,,
3123,988,288,11,"Yeah , that's no good . I don't like the backseat . There's no headroom . There's not much leg room . And perhaps that's a sacrifice that you do have to make when you go tiny . Except in this case , of course , if you own the car , that sacrifice , maybe for the person who's stuck in the penalty box back here .",backseat,don't like,neg,,,,
3124,,288,11,"Yeah , that's no good . I don't like the backseat . There's no headroom . There's not much leg room . And perhaps that's a sacrifice that you do have to make when you go tiny . Except in this case , of course , if you own the car , that sacrifice , maybe for the person who's stuck in the penalty box back here .",backseat,no good,neg,,,,
3125,,288,11,"Yeah , that's no good . I don't like the backseat . There's no headroom . There's not much leg room . And perhaps that's a sacrifice that you do have to make when you go tiny . Except in this case , of course , if you own the car , that sacrifice , maybe for the person who's stuck in the penalty box back here .",headroom,none,neg,,,,
3126,,288,11,"Yeah , that's no good . I don't like the backseat . There's no headroom . There's not much leg room . And perhaps that's a sacrifice that you do have to make when you go tiny . Except in this case , of course , if you own the car , that sacrifice , maybe for the person who's stuck in the penalty box back here .",leg room,not much,neg,,,,
3127,,288,11,"Yeah , that's no good . I don't like the backseat . There's no headroom . There's not much leg room . And perhaps that's a sacrifice that you do have to make when you go tiny . Except in this case , of course , if you own the car , that sacrifice , maybe for the person who's stuck in the penalty box back here .",size,tiny,neg,,,,
3128,,288,11,"Yeah , that's no good . I don't like the backseat . There's no headroom . There's not much leg room . And perhaps that's a sacrifice that you do have to make when you go tiny . Except in this case , of course , if you own the car , that sacrifice , maybe for the person who's stuck in the penalty box back here .",backseat,penalty box,neg,,,,
3129,989,288,12,"So you're going to see Virtual Cockpit is new to the A3 family for Molly or 17 and on the S Models , you'll see a little bit different , which we have here , which is called our sport mode .",Virtual Cockpit,new,pos,,,,
3130,,288,12,"So you're going to see Virtual Cockpit is new to the A3 family for Molly or 17 and on the S Models , you'll see a little bit different , which we have here , which is called our sport mode .",Virtual Cockpit,very different,neu,,,,
3131,990,288,13,"So it gives you the central amounted to commoner and then you can customize what you put on the left and what you show on the right . So I want to look on the left . I can have it . Show me my fuel consumption , Short term or long term memory . I like always having my date . And then if you see in the bottom , you have a boost gauge , which might There you go . And then on the left , over here will tell your oil temperature as well . But this is a great setting to be able to show . Okay , I have my car settings , my playback for my media or radios here . If you pair your phone , you can scroll through and make calls . Everything done at your fingertips so you don't take your hands off the wheel . And then also , a lot of people use that as your map . We're gonna have a navigation year , or you can switch to the mode and you have a full map mode as well .",Virual Cockpit,can customize,pos,,,,
3132,,288,13,"So it gives you the central amounted to commoner and then you can customize what you put on the left and what you show on the right . So I want to look on the left . I can have it . Show me my fuel consumption , Short term or long term memory . I like always having my date . And then if you see in the bottom , you have a boost gauge , which might There you go . And then on the left , over here will tell your oil temperature as well . But this is a great setting to be able to show . Okay , I have my car settings , my playback for my media or radios here . If you pair your phone , you can scroll through and make calls . Everything done at your fingertips so you don't take your hands off the wheel . And then also , a lot of people use that as your map . We're gonna have a navigation year , or you can switch to the mode and you have a full map mode as well .",car settings,everything done at your fingertips,pos,,,,
3133,,288,13,"So it gives you the central amounted to commoner and then you can customize what you put on the left and what you show on the right . So I want to look on the left . I can have it . Show me my fuel consumption , Short term or long term memory . I like always having my date . And then if you see in the bottom , you have a boost gauge , which might There you go . And then on the left , over here will tell your oil temperature as well . But this is a great setting to be able to show . Okay , I have my car settings , my playback for my media or radios here . If you pair your phone , you can scroll through and make calls . Everything done at your fingertips so you don't take your hands off the wheel . And then also , a lot of people use that as your map . We're gonna have a navigation year , or you can switch to the mode and you have a full map mode as well .",car settings,don't take your hands off the wheel,pos,,,,
3134,991,288,14,"All right , I've got the important numbers right here . 21 city , 20th Highway 24 .",numbers,important,neu,,,,
3135,992,288,15,"Come bind . It starts at 42,900 . But when you add things like this 500E $75 metallic white glacier paint the big wheels , the sport seats . You end up with the ass tested price of 51,000 , 300 and 20 .",seats,sport,neu,,,,
3136,,288,15,"Come bind . It starts at 42,900 . But when you add things like this 500E $75 metallic white glacier paint the big wheels , the sport seats . You end up with the ass tested price of 51,000 , 300 and 20 .",paint,metallic white glacier,neu,,,,
3137,,288,15,"Come bind . It starts at 42,900 . But when you add things like this 500E $75 metallic white glacier paint the big wheels , the sport seats . You end up with the ass tested price of 51,000 , 300 and 20 .",wheels,big,pos,,,,
3138,993,288,16,"Look at that . I'm going way too fast on this side road with a huge smile on my face . Now , Audi says that it will do 0 to 60 in about 4.7 seconds . We'll have to test that in Colorado to see if it's true . But , uh , yeah , it feels like a five second car . Does that sound good ? Well , it's a four banger Turbo . I do like kind of that wish of the way skate when it is a full throttle . But from the outside , it's not exactly hellcats .",0 to 60 time,not exactly hellcats,neg,,,,
3139,,288,16,"Look at that . I'm going way too fast on this side road with a huge smile on my face . Now , Audi says that it will do 0 to 60 in about 4.7 seconds . We'll have to test that in Colorado to see if it's true . But , uh , yeah , it feels like a five second car . Does that sound good ? Well , it's a four banger Turbo . I do like kind of that wish of the way skate when it is a full throttle . But from the outside , it's not exactly hellcats .",drive,way too fast,pos,,,,
3140,,288,16,"Look at that . I'm going way too fast on this side road with a huge smile on my face . Now , Audi says that it will do 0 to 60 in about 4.7 seconds . We'll have to test that in Colorado to see if it's true . But , uh , yeah , it feels like a five second car . Does that sound good ? Well , it's a four banger Turbo . I do like kind of that wish of the way skate when it is a full throttle . But from the outside , it's not exactly hellcats .",0 to 60 time,fees like five seconds,neu,,,,
3141,,288,16,"Look at that . I'm going way too fast on this side road with a huge smile on my face . Now , Audi says that it will do 0 to 60 in about 4.7 seconds . We'll have to test that in Colorado to see if it's true . But , uh , yeah , it feels like a five second car . Does that sound good ? Well , it's a four banger Turbo . I do like kind of that wish of the way skate when it is a full throttle . But from the outside , it's not exactly hellcats .",engine,four banger Turbo,pos,,,,
3142,994,288,17,"You don't have to go and you spend a lot of money to get a lot of car you don't need . It s a sometimes maybe half the cylinders and half the price doesn't necessarily need half the fun or have the luxury . You can have your cake . And with this s three , you can eat it too .",s three price,have your cake and eat it too,pos,,,,
3143,995,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",torque,ability to adjust essentially from front to rear,pos,,,,
3144,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",quattro software,specific,pos,,,,
3145,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",turn in,little more fun to drive,pos,,,,
3146,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",dynamic mode,more torque to the back,pos,,,,
3147,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",dynamic mode,little bit more fun to drive,pos,,,,
3148,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",shock absorbers,magnetic,neu,,,,
3149,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",ride,lot more stable at high speed,pos,,,,
3150,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",car,nice,pos,,,,
3151,,288,18,"The S three get specific cuatro software , which is what something that we use in the T t and T . T s also so now in Audi Dr Select , which is standard on every S three . You have the ability to adjust essentially your torque split front to rear . So when you put in dynamic mode , you have more of your torque by default going to the back of the car . And they sent also help with , you know , turn in a little more fun to drive factor . And when you get into an overseer situation , the power to the rear usually would be reduced to keep the car in control . Uh , control , But people more in line with what you'd expect it to happen in dynamic mode . It'll let you have little bit more fun with the back of a car . Won't reduce power in overseers situations with these magnetic shock absorbers , which are optional , by the way , does change kind of the ride makes it a lot more . It makes it a lot more stable at high speeds . Keeps the car nice and flat in turns by Subaru .",turn in,flat,pos,,,,
3152,996,288,19,"Yeah , yeah , I do miss the stick shift . You can't get that in the stick shift . If you didn't want the stick shift , Probably the best solution to that would be to get the golf R , which is basically the same drive , train and chassis .",stick shift,miss,neg,,,,
3153,997,288,20,"But if you want the four rings of Audi and you want kind of a panache and the upper quality of materials that you get with a top of the line out , you're gonna have to go with the Audi . But you are going to sacrifice the fact that you can't get a manual transmission . But you know , I don't mind that this six speed dual clutch is just really phenomenal in pairs .",dual clutch,really phenomenal,pos,,,,
3154,,288,20,"But if you want the four rings of Audi and you want kind of a panache and the upper quality of materials that you get with a top of the line out , you're gonna have to go with the Audi . But you are going to sacrifice the fact that you can't get a manual transmission . But you know , I don't mind that this six speed dual clutch is just really phenomenal in pairs .",materials,upper quality,pos,,,,
3155,,288,20,"But if you want the four rings of Audi and you want kind of a panache and the upper quality of materials that you get with a top of the line out , you're gonna have to go with the Audi . But you are going to sacrifice the fact that you can't get a manual transmission . But you know , I don't mind that this six speed dual clutch is just really phenomenal in pairs .",manual transmission,not there,neg,,,,
3156,998,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",engine,amazing,pos,,,,
3157,,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",power,so much,pos,,,,
3158,,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",engine,small,neg,,,,
3159,,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",engine,very nice,pos,,,,
3160,,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",engine,quite extraordinary,pos,,,,
3161,,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",turbo lag,hint of,pos,,,,
3162,,288,21,"Very nicely indeed , with this two litre turbo on , it is amazing that you could get so much power out of a small engine , quite extraordinary , that any speed , there's just a hint of turbo lag and boom , You're into the turbo and you're into the booth and the car takes off like a scalded cat steering .",take off,like a scalded cat,pos,,,,
3163,999,288,22,"Well , it's electric . You know what I feel about that ? It gets heavier as a car speeds up . It gets lighter as it slows down , just like tiny houses .",steering,electric,pos,,,,
3164,,288,22,"Well , it's electric . You know what I feel about that ? It gets heavier as a car speeds up . It gets lighter as it slows down , just like tiny houses .",steering,heavieras car speeds up,pos,,,,
3165,,288,22,"Well , it's electric . You know what I feel about that ? It gets heavier as a car speeds up . It gets lighter as it slows down , just like tiny houses .",steering,lighter as it slows down,pos,,,,
3166,1000,288,23,"Sometimes good things come in small packages , and it is certainly the case of the Audi S A3 . Now , keep in mind if you're looking for an M two competitors , the Audi with 100 horsepower more is coming next year . This car , of course , is available at your local dealership right now . Thanks for watching . Remember , if you want to see another great TfL video , click over there or please subscribe down there and thank you very much for taking the time to watch this first drive review . See next time chow A4 .",Audi S A3,good thing,pos,,,,
3167,,288,23,"Sometimes good things come in small packages , and it is certainly the case of the Audi S A3 . Now , keep in mind if you're looking for an M two competitors , the Audi with 100 horsepower more is coming next year . This car , of course , is available at your local dealership right now . Thanks for watching . Remember , if you want to see another great TfL video , click over there or please subscribe down there and thank you very much for taking the time to watch this first drive review . See next time chow A4 .",size,small package,neu,,,,
3168,1001,289,1,"it's called a mid cycle refresh , basically , when a manufacturer changes up a car in the mid part of its life with a new front grille , new engine output and that is exactly what Audi has done with the A6 , the S6 and , of course , the S7 . So let's start with the A6 . Take it for a ride and see how Audi has changed up the car .",car,mid cycle refresh,neu,,,,
3169,,289,1,"it's called a mid cycle refresh , basically , when a manufacturer changes up a car in the mid part of its life with a new front grille , new engine output and that is exactly what Audi has done with the A6 , the S6 and , of course , the S7 . So let's start with the A6 . Take it for a ride and see how Audi has changed up the car .",front grill,new,pos,,,,
3170,,289,1,"it's called a mid cycle refresh , basically , when a manufacturer changes up a car in the mid part of its life with a new front grille , new engine output and that is exactly what Audi has done with the A6 , the S6 and , of course , the S7 . So let's start with the A6 . Take it for a ride and see how Audi has changed up the car .",engine output,new,pos,,,,
3171,1002,289,2,"Yeah , theme . Big news is under the hood . For 2016 you get a revised , direct injected turbo charged to leader that now puts out 252 horsepower and £273 foot of torque for combined mpg of 26 . If you go for the front wheel drive model , you also delete the old CVT , and instead you get a dual clutch on the A model's .",engine,big news,pos,,,,
3172,,289,2,"Yeah , theme . Big news is under the hood . For 2016 you get a revised , direct injected turbo charged to leader that now puts out 252 horsepower and £273 foot of torque for combined mpg of 26 . If you go for the front wheel drive model , you also delete the old CVT , and instead you get a dual clutch on the A model's .",engine,revised,neu,,,,
3173,1003,289,3,"We've added Trap is a little integrated tailpipes , which gives it a more luxurious look .",look,more luxurious,pos,,,,
3174,,289,3,"We've added Trap is a little integrated tailpipes , which gives it a more luxurious look .",tailpipes,little integrated,neu,,,,
3175,1004,289,4,"This engine is the most fuel efficient in the lineup . Audi is very proud of the fact that they've created a very fuel efficient to leader is a powerful , you know , it is powerful , actually surprisingly powerful . I was afraid that we were gonna get is a car that has great mpg is but not huge amounts of torque .",fuel economy,most fuel efficient,pos,,,,
3176,,289,4,"This engine is the most fuel efficient in the lineup . Audi is very proud of the fact that they've created a very fuel efficient to leader is a powerful , you know , it is powerful , actually surprisingly powerful . I was afraid that we were gonna get is a car that has great mpg is but not huge amounts of torque .",fuel economy,very fuel efficient,pos,,,,
3177,,289,4,"This engine is the most fuel efficient in the lineup . Audi is very proud of the fact that they've created a very fuel efficient to leader is a powerful , you know , it is powerful , actually surprisingly powerful . I was afraid that we were gonna get is a car that has great mpg is but not huge amounts of torque .",engine,powerful,pos,,,,
3178,,289,4,"This engine is the most fuel efficient in the lineup . Audi is very proud of the fact that they've created a very fuel efficient to leader is a powerful , you know , it is powerful , actually surprisingly powerful . I was afraid that we were gonna get is a car that has great mpg is but not huge amounts of torque .",mpg,great,pos,,,,
3179,,289,4,"This engine is the most fuel efficient in the lineup . Audi is very proud of the fact that they've created a very fuel efficient to leader is a powerful , you know , it is powerful , actually surprisingly powerful . I was afraid that we were gonna get is a car that has great mpg is but not huge amounts of torque .",engine,surprisingly powerful,pos,,,,
3180,1005,289,5,So what's different on the A6 for 2016 while their new led tail lights and perhaps the most important differences right here in the grill ?,tail lights,led,pos,,,,
3181,,289,5,So what's different on the A6 for 2016 while their new led tail lights and perhaps the most important differences right here in the grill ?,grill,most important difference,pos,,,,
3182,1006,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",look,cleaned up led,neu,,,,
3183,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",look,little bit more mordern,pos,,,,
3184,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",look,more chrome,pos,,,,
3185,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",look,more angular,pos,,,,
3186,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",exterior,design changes,pos,,,,
3187,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",lighting,led,neu,,,,
3188,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",lighting,new,pos,,,,
3189,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",look,little bit more dynamic,pos,,,,
3190,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",stance,little  wider,pos,,,,
3191,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",look,more chrome,neu,,,,
3192,,289,6,"If you look they've cleaned up , these led . He's making a little bit more modern . It's also more chrome , and there's a bit more angular Maur . I mean , look to the car . So the A6 for 2016 model years a product improvement . So we have design changes on the exterior new led lighting . Some changes to the gro makes the car a little bit more dynamic looking a little wider stance were also a little bit more . Not necessarily more chrome , but just a different shape to the are single frame grill and a little bit of of a wider splitter in the front so it makes the car just gives it a wider , more dynamic stents for 2016 . There's also dual pane glass all around , which makes for a much quieter cabin , and inside there knew what Audi calls design selections . In essence , this wood comes in different colors . Audi has always been class leading when it came to interior design , and that has not changed in 2016 A6 .",grill,single frame,neu,,,,
